partner_id,region,vertical,partner_tier,months_as_partner,nps_score,nps_trend,support_tickets_last_quarter,avg_resolution_time_days,engagement_score,days_since_last_contact,num_active_deals,has_competitor_relationship,churn_probability,churned_next_quarter
partner_288,NA,Tech,Silver,6,6,stable,7,5.0,40.6,91,0,0,0.6303,1
partner_289,NA,Tech,Bronze,18,7,declining,4,6.8,47.5,54,1,0,0.1628,0
partner_290,EMEA,Manufacturing,Bronze,50,7,improving,5,4.1,46.3,39,3,0,0.2263,0
partner_291,APAC,Tech,Gold,26,3,declining,3,6.4,51.2,59,0,1,0.5444,1
partner_292,EMEA,Manufacturing,Silver,40,7,declining,2,2.4,82.2,6,3,0,0.0008,0
partner_293,APAC,Manufacturing,Silver,4,4,declining,4,2.3,37.8,0,0,0,0.0859,0
partner_294,EMEA,Tech,Bronze,45,7,improving,0,2.8,41.6,20,2,0,0.0016,0
partner_295,APAC,Tech,Bronze,6,7,declining,7,3.6,37.2,52,0,1,0.2107,0
partner_296,APAC,Tech,Bronze,44,3,stable,6,2.2,12.4,76,1,1,0.9018,1
partner_297,APAC,Retail,Silver,11,0,declining,7,7.1,5.2,67,0,0,0.9858,1
partner_298,APAC,Retail,Bronze,52,5,improving,5,4.9,19.1,50,0,1,0.7024,1
partner_299,LATAM,Manufacturing,Bronze,20,5,improving,3,2.7,66.8,0,3,0,0.0039,0
partner_300,LATAM,Tech,Silver,13,9,stable,0,3.2,77.0,38,3,0,0.0048,0
partner_301,LATAM,Retail,Gold,22,9,improving,0,1.4,100.0,11,2,0,0.0,0
partner_302,EMEA,Manufacturing,Silver,3,3,stable,7,7.4,18.9,82,0,1,0.9268,1
partner_303,NA,Services,Bronze,12,8,improving,4,4.4,71.1,44,0,1,0.0164,0
partner_304,NA,Retail,Bronze,37,7,improving,0,1.7,86.0,39,4,0,0.002,0
partner_305,APAC,Services,Bronze,20,7,stable,1,4.4,48.7,26,1,1,0.0162,0
partner_306,NA,Services,Bronze,23,7,stable,5,3.6,50.3,41,4,0,0.0218,0
partner_307,NA,Manufacturing,Silver,49,5,stable,1,4.1,41.1,50,1,0,0.0866,0
partner_308,LATAM,Manufacturing,Bronze,10,10,improving,0,3.4,87.8,24,4,0,0.0001,0
partner_309,EMEA,Retail,Silver,25,5,declining,4,2.5,58.7,59,1,0,0.0875,0
partner_310,EMEA,Services,Gold,13,5,stable,7,3.4,31.2,67,0,1,0.375,0
partner_311,NA,Tech,Gold,31,8,improving,3,3.0,65.2,47,1,1,0.0094,0
partner_312,NA,Services,Bronze,22,10,stable,4,3.0,75.0,35,2,0,0.0047,0
partner_313,EMEA,Manufacturing,Bronze,5,6,stable,5,5.6,72.2,63,2,0,0.1433,0
partner_314,NA,Retail,Bronze,7,4,declining,3,2.6,18.8,25,0,1,0.6008,1
partner_315,NA,Retail,Bronze,52,6,declining,8,3.9,47.3,34,2,0,0.0501,0
partner_316,NA,Manufacturing,Bronze,6,6,declining,2,2.8,63.1,74,2,0,0.0589,0
partner_317,NA,Manufacturing,Bronze,48,3,declining,1,7.1,23.5,41,1,1,0.743,1
partner_318,LATAM,Retail,Silver,56,6,declining,4,5.4,27.1,46,0,1,0.4952,1
partner_319,EMEA,Manufacturing,Bronze,30,8,improving,7,3.6,58.9,63,1,1,0.0765,0
partner_320,APAC,Services,Gold,21,3,declining,7,6.2,30.4,55,0,1,0.5548,1
partner_321,APAC,Tech,Bronze,48,6,stable,5,1.2,57.0,18,3,0,0.0052,0
partner_322,NA,Tech,Bronze,59,6,stable,3,6.5,47.8,64,3,1,0.0509,0
partner_323,NA,Retail,Bronze,9,6,stable,4,2.9,77.1,44,1,0,0.0186,0
partner_324,NA,Services,Bronze,58,9,stable,3,5.4,47.5,36,0,1,0.0051,0
partner_325,APAC,Tech,Bronze,57,7,stable,4,3.5,76.2,0,2,0,0.0023,0
partner_326,LATAM,Services,Gold,11,6,declining,4,4.5,54.5,45,0,0,0.0051,0
partner_327,APAC,Tech,Bronze,6,6,stable,5,5.5,27.5,55,1,0,0.1241,0
partner_328,NA,Manufacturing,Bronze,44,5,declining,6,5.5,69.0,39,3,0,0.2189,0
partner_329,LATAM,Retail,Silver,7,9,improving,0,2.3,85.1,0,2,0,0.0003,0
partner_330,EMEA,Retail,Bronze,37,6,stable,2,2.6,62.0,25,1,0,0.0932,0
partner_331,LATAM,Services,Silver,6,9,stable,2,4.1,64.2,34,2,0,0.0034,0
partner_332,EMEA,Tech,Bronze,43,7,declining,5,3.4,52.7,36,2,0,0.0918,0
partner_333,LATAM,Tech,Silver,16,5,stable,5,4.4,62.6,35,2,0,0.0308,0
partner_334,APAC,Services,Bronze,8,7,improving,4,5.4,21.1,79,1,1,0.5165,1
partner_335,EMEA,Services,Bronze,6,8,improving,3,3.6,75.9,37,2,1,0.0099,0
partner_336,LATAM,Services,Silver,13,5,stable,5,5.0,38.7,24,0,0,0.0476,0
partner_337,EMEA,Retail,Gold,34,7,improving,1,1.8,68.3,31,1,1,0.0065,0
partner_338,LATAM,Manufacturing,Bronze,7,7,improving,0,3.3,52.2,29,2,0,0.0058,0
partner_339,EMEA,Services,Silver,49,5,stable,1,0.8,54.7,60,4,0,0.0088,0
partner_340,APAC,Tech,Bronze,38,4,improving,5,2.9,42.7,45,3,0,0.5712,0
partner_341,EMEA,Retail,Bronze,20,4,declining,4,6.1,12.5,61,1,1,0.8623,1
partner_342,APAC,Services,Bronze,60,5,declining,5,5.6,48.7,88,0,1,0.7474,0
partner_343,APAC,Tech,Silver,41,8,declining,4,3.2,83.2,14,5,0,0.0095,0
partner_344,NA,Manufacturing,Bronze,41,4,declining,5,4.7,19.6,70,1,1,0.933,1
partner_345,LATAM,Services,Silver,13,7,improving,0,2.7,82.7,20,4,0,0.0001,0
partner_346,LATAM,Manufacturing,Bronze,44,4,stable,12,6.3,21.4,57,0,1,0.8749,1
partner_347,APAC,Tech,Gold,35,6,declining,2,3.4,43.3,30,1,0,0.0385,0
partner_348,EMEA,Tech,Silver,60,9,improving,1,1.1,70.4,52,9,0,0.0015,0
partner_349,NA,Tech,Bronze,30,6,declining,5,4.6,49.2,56,1,0,0.2009,0
partner_350,EMEA,Retail,Bronze,42,7,stable,3,7.3,45.5,64,1,1,0.392,1
partner_351,LATAM,Services,Bronze,22,7,stable,0,2.5,32.5,63,2,0,0.0128,0
partner_352,EMEA,Services,Gold,5,7,stable,3,3.1,74.4,43,2,0,0.0022,0
partner_353,NA,Retail,Bronze,10,6,declining,2,3.9,42.0,32,1,0,0.1355,0
partner_354,NA,Tech,Silver,53,4,declining,7,8.2,47.3,25,0,0,0.5677,0
partner_355,NA,Services,Bronze,45,5,improving,3,1.5,82.1,61,0,1,0.0307,0
partner_356,NA,Retail,Silver,24,4,improving,10,5.3,0.0,74,0,1,0.9386,1
partner_357,LATAM,Tech,Bronze,43,8,declining,0,3.4,57.7,48,2,0,0.0064,0
partner_358,LATAM,Tech,Silver,3,3,declining,5,2.3,42.9,85,1,0,0.4867,0
partner_359,NA,Manufacturing,Gold,5,7,stable,1,1.8,66.3,22,0,0,0.0029,0
partner_360,NA,Retail,Bronze,32,4,stable,3,4.8,36.3,0,0,1,0.111,0
partner_361,APAC,Manufacturing,Silver,39,8,improving,1,3.6,83.1,0,3,0,0.0003,0
partner_362,EMEA,Tech,Bronze,57,7,improving,3,2.5,41.0,27,0,0,0.0156,0
partner_363,EMEA,Manufacturing,Bronze,47,7,stable,4,6.0,55.7,47,0,0,0.0197,0
partner_364,EMEA,Retail,Gold,17,8,stable,1,0.5,67.7,59,2,1,0.0016,0
partner_365,LATAM,Tech,Silver,50,8,improving,6,1.8,50.4,59,2,0,0.0186,0
partner_366,NA,Tech,Silver,31,8,declining,0,2.1,42.0,0,4,0,0.0077,0
partner_367,LATAM,Retail,Bronze,50,6,stable,5,3.7,46.3,99,0,0,0.5107,0
partner_368,LATAM,Retail,Bronze,13,7,declining,2,3.3,62.1,38,1,0,0.022,0
partner_369,NA,Retail,Bronze,4,7,stable,1,2.4,88.6,53,2,0,0.0051,0
partner_370,APAC,Tech,Silver,6,10,declining,0,0.9,100.0,1,12,0,0.0,0
partner_371,LATAM,Retail,Bronze,60,5,stable,4,5.8,61.4,41,0,1,0.2909,1
partner_372,EMEA,Services,Bronze,7,8,declining,3,4.8,57.2,36,3,0,0.021,0
partner_373,NA,Tech,Bronze,57,6,improving,8,3.8,58.5,21,1,0,0.0249,0
partner_374,NA,Services,Bronze,45,5,stable,1,2.7,93.7,4,4,0,0.0004,0
partner_375,EMEA,Services,Bronze,11,6,declining,5,5.8,53.2,46,0,0,0.0485,0
partner_376,EMEA,Retail,Bronze,53,6,stable,5,6.1,59.1,9,2,0,0.0049,0
partner_377,APAC,Manufacturing,Gold,11,6,stable,4,4.4,51.5,72,1,0,0.0782,0
partner_378,NA,Services,Silver,11,5,declining,5,3.3,44.0,50,0,0,0.0712,0
partner_379,NA,Manufacturing,Bronze,36,5,declining,6,4.7,49.1,93,1,0,0.85,0
partner_380,LATAM,Tech,Silver,19,10,stable,3,4.3,45.1,29,2,0,0.0142,1
partner_381,NA,Tech,Silver,19,10,stable,1,1.2,68.2,5,4,0,0.0006,0
partner_382,APAC,Retail,Bronze,14,10,improving,0,2.9,82.2,23,2,0,0.0001,0
partner_383,LATAM,Tech,Bronze,38,8,improving,0,3.1,59.9,23,3,0,0.0009,0
partner_384,NA,Services,Bronze,4,9,improving,1,4.5,75.6,47,4,0,0.0026,0
partner_385,NA,Services,Bronze,17,8,stable,5,1.5,73.7,60,3,0,0.0012,0
partner_386,APAC,Retail,Silver,35,9,improving,2,0.5,70.7,50,3,0,0.0048,0
partner_387,LATAM,Manufacturing,Gold,31,8,declining,3,2.3,71.2,58,2,0,0.005,0
partner_388,APAC,Tech,Bronze,43,7,improving,2,3.1,63.4,49,4,0,0.0073,0
partner_389,EMEA,Services,Silver,15,8,stable,7,0.7,0.1,27,2,0,0.0155,0
partner_390,APAC,Retail,Bronze,40,3,declining,5,4.2,17.1,87,1,0,0.9226,1
partner_391,LATAM,Services,Silver,47,4,declining,6,7.1,39.8,79,0,1,0.9045,1
partner_392,EMEA,Services,Silver,25,3,declining,4,5.5,24.6,45,0,1,0.896,1
partner_393,NA,Retail,Bronze,17,3,declining,8,5.3,44.5,53,0,0,0.8333,1
partner_394,LATAM,Retail,Bronze,35,2,declining,1,2.9,53.6,53,1,1,0.4887,1
partner_395,EMEA,Services,Silver,36,6,declining,2,5.9,43.3,69,0,0,0.09,1
partner_396,NA,Retail,Gold,8,7,stable,3,3.1,43.1,45,0,1,0.2426,0
partner_397,APAC,Tech,Bronze,35,8,stable,3,3.5,56.7,38,2,0,0.0477,0
partner_398,EMEA,Services,Bronze,11,9,improving,1,1.8,88.9,2,5,0,0.0002,0
partner_399,NA,Manufacturing,Bronze,35,10,stable,0,1.4,100.0,0,10,0,0.0001,0
partner_400,NA,Tech,Silver,57,7,declining,3,5.3,26.3,10,1,1,0.0489,0
partner_401,NA,Tech,Silver,34,10,stable,0,2.3,74.7,25,4,0,0.0003,0
partner_402,APAC,Retail,Silver,47,6,stable,3,3.8,43.3,16,3,1,0.0216,0
partner_403,LATAM,Services,Silver,20,5,stable,6,4.1,5.6,53,1,0,0.3886,0
partner_404,EMEA,Tech,Gold,56,3,stable,5,5.3,29.9,49,0,0,0.657,0
partner_405,APAC,Retail,Silver,50,7,stable,1,2.2,47.8,40,1,0,0.0034,0
partner_406,APAC,Retail,Bronze,56,10,improving,0,0.5,100.0,0,9,0,0.0,0
partner_407,EMEA,Services,Silver,46,8,improving,0,2.0,63.2,4,4,0,0.001,0
partner_408,APAC,Retail,Bronze,40,3,stable,6,3.4,51.8,69,1,0,0.5211,1
partner_409,EMEA,Services,Bronze,33,10,improving,0,0.5,93.0,0,7,0,0.0,0
partner_410,APAC,Manufacturing,Gold,56,7,declining,2,3.0,30.8,41,3,0,0.1495,0
partner_411,LATAM,Services,Silver,52,9,improving,2,2.6,65.8,59,1,0,0.012,0
partner_412,LATAM,Services,Gold,27,5,stable,3,6.5,87.4,29,1,1,0.1227,0
partner_413,EMEA,Services,Bronze,7,8,improving,4,4.7,75.7,33,2,0,0.0023,0
partner_414,APAC,Services,Silver,3,5,stable,2,3.5,61.5,35,1,0,0.0104,0
partner_415,EMEA,Retail,Bronze,16,5,declining,4,3.5,42.5,52,0,0,0.2944,0
partner_416,EMEA,Services,Bronze,6,7,improving,2,3.6,59.5,26,4,1,0.013,0
partner_417,EMEA,Tech,Bronze,15,4,declining,4,7.1,36.3,68,4,1,0.948,1
partner_418,LATAM,Tech,Silver,9,8,improving,0,3.5,77.2,9,8,0,0.0003,0
partner_419,EMEA,Services,Bronze,59,10,stable,0,0.5,63.9,39,4,0,0.0005,0
partner_420,APAC,Services,Gold,8,6,declining,1,4.5,63.0,67,1,0,0.0319,0
partner_421,LATAM,Manufacturing,Bronze,39,5,stable,5,5.4,40.4,49,2,0,0.0833,0
partner_422,EMEA,Tech,Bronze,23,6,improving,7,7.1,24.2,29,1,1,0.2418,1
partner_423,EMEA,Tech,Silver,13,4,improving,4,4.4,25.6,58,0,0,0.4465,0
partner_424,EMEA,Tech,Bronze,43,10,improving,1,1.4,100.0,3,5,0,0.0,0
partner_425,LATAM,Tech,Gold,59,6,declining,5,4.6,50.4,82,0,0,0.1414,0
partner_426,APAC,Tech,Silver,48,8,stable,0,0.7,27.0,12,5,0,0.0019,0
partner_427,EMEA,Retail,Bronze,59,4,declining,7,3.1,31.6,80,1,1,0.9052,1
partner_428,APAC,Retail,Silver,37,6,improving,5,5.2,51.9,58,2,1,0.2769,0
partner_429,EMEA,Services,Silver,42,5,stable,6,2.3,34.1,57,0,1,0.1625,0
partner_430,APAC,Tech,Silver,11,6,stable,1,2.0,55.6,40,0,0,0.0464,0
partner_431,APAC,Services,Silver,52,8,stable,1,4.5,52.0,31,1,1,0.0091,0
partner_432,LATAM,Manufacturing,Silver,46,10,improving,0,2.8,78.8,36,4,0,0.0033,0
partner_433,LATAM,Retail,Silver,17,4,improving,8,6.0,45.7,35,1,1,0.6732,1
partner_434,APAC,Retail,Bronze,23,7,improving,0,3.8,50.8,53,0,0,0.0171,0
partner_435,EMEA,Retail,Silver,38,10,improving,2,2.1,84.5,47,2,0,0.0001,0
partner_436,EMEA,Services,Gold,3,9,stable,0,4.5,92.6,13,4,0,0.0003,0
partner_437,EMEA,Retail,Silver,50,10,improving,0,0.5,100.0,14,2,0,0.0,0
partner_438,NA,Tech,Silver,19,2,declining,7,4.8,30.2,87,0,1,0.9726,1
partner_439,LATAM,Services,Bronze,7,6,declining,0,3.0,47.8,51,2,0,0.0236,0
partner_440,LATAM,Services,Silver,22,4,declining,9,6.0,41.7,54,0,1,0.5773,0
partner_441,APAC,Retail,Gold,51,7,improving,1,2.3,64.3,20,5,0,0.012,0
partner_442,EMEA,Retail,Bronze,18,8,improving,2,0.9,69.5,31,3,0,0.0015,0
partner_443,LATAM,Retail,Bronze,34,6,improving,0,3.3,63.5,84,3,1,0.0275,0
partner_444,EMEA,Retail,Silver,50,2,improving,1,4.5,53.4,56,2,0,0.0873,0
partner_445,EMEA,Retail,Bronze,4,6,stable,3,3.5,72.3,34,0,1,0.1249,0
partner_446,LATAM,Manufacturing,Silver,47,4,improving,5,4.2,48.9,37,0,1,0.2555,1
partner_447,APAC,Services,Bronze,19,8,stable,0,3.4,48.8,7,5,0,0.0017,0
partner_448,LATAM,Tech,Bronze,43,10,declining,0,0.5,59.0,9,4,0,0.0002,0
partner_449,EMEA,Manufacturing,Silver,13,7,declining,3,4.0,36.1,45,4,0,0.0492,0
partner_450,LATAM,Retail,Silver,11,2,stable,5,7.8,8.8,36,0,0,0.8703,1
partner_451,EMEA,Services,Silver,48,5,improving,1,2.4,80.5,24,0,0,0.0018,0
partner_452,APAC,Manufacturing,Silver,49,7,improving,0,3.3,43.8,0,3,1,0.0067,0
partner_453,LATAM,Services,Silver,59,7,improving,5,2.8,43.4,62,6,0,0.0536,0
partner_454,EMEA,Services,Silver,42,7,declining,3,3.6,47.6,48,1,0,0.0326,0
partner_455,EMEA,Tech,Silver,30,8,improving,2,2.2,40.1,49,4,0,0.0468,0
partner_456,EMEA,Retail,Silver,14,10,stable,7,5.8,98.8,8,4,0,0.0005,0
partner_457,APAC,Retail,Silver,20,8,improving,0,3.0,67.2,46,4,1,0.009,0
partner_458,NA,Tech,Bronze,40,8,improving,3,2.1,67.1,64,4,0,0.0248,0
partner_459,LATAM,Services,Bronze,23,5,declining,8,3.4,26.8,57,0,0,0.7235,0
partner_460,LATAM,Tech,Silver,31,4,declining,3,4.1,22.5,38,1,0,0.2072,0
partner_461,NA,Services,Gold,12,5,stable,3,0.5,53.6,41,2,0,0.0299,0
partner_462,EMEA,Tech,Silver,28,7,improving,1,4.9,47.6,51,3,0,0.009,0
partner_463,APAC,Retail,Bronze,16,6,improving,1,2.2,52.8,48,7,0,0.011,0
partner_464,NA,Tech,Silver,9,6,stable,0,3.6,38.9,45,1,0,0.0263,0
partner_465,NA,Manufacturing,Bronze,10,4,improving,9,5.2,41.0,75,1,1,0.8936,1
partner_466,LATAM,Manufacturing,Silver,33,7,stable,3,4.6,55.1,20,1,1,0.0503,0
partner_467,LATAM,Tech,Silver,24,9,stable,2,3.9,36.2,53,2,0,0.1122,0
partner_468,APAC,Retail,Silver,8,8,improving,4,4.0,66.1,21,2,0,0.004,1
partner_469,EMEA,Manufacturing,Silver,32,5,declining,10,5.5,60.1,0,2,1,0.1573,0
partner_470,NA,Retail,Bronze,12,6,stable,1,2.0,88.3,15,3,0,0.0032,0
partner_471,NA,Services,Bronze,3,4,stable,3,8.5,0.0,55,0,1,0.7969,1
partner_472,NA,Retail,Gold,10,6,declining,0,4.5,36.3,52,0,0,0.0603,0
partner_473,EMEA,Retail,Silver,29,5,stable,3,3.7,30.3,60,2,1,0.0556,0
partner_474,EMEA,Tech,Silver,58,10,declining,1,1.0,63.6,25,3,0,0.0017,0
partner_475,EMEA,Tech,Bronze,17,7,improving,0,1.7,98.1,57,6,0,0.001,0
partner_476,NA,Tech,Bronze,19,2,declining,8,6.1,13.6,60,0,1,0.9896,1
partner_477,NA,Tech,Bronze,17,5,stable,5,4.3,38.3,9,0,1,0.1245,0
partner_478,LATAM,Services,Bronze,23,4,stable,5,7.3,27.4,60,2,0,0.3316,1
partner_479,LATAM,Tech,Bronze,44,7,stable,3,3.1,76.7,31,0,0,0.0044,0
partner_480,NA,Tech,Gold,21,8,stable,1,4.1,27.0,11,3,0,0.0568,0
partner_481,NA,Tech,Silver,41,10,stable,0,0.5,70.4,10,9,1,0.0003,0
partner_482,EMEA,Retail,Bronze,55,6,improving,9,7.2,36.1,30,3,0,0.5231,1
partner_483,NA,Manufacturing,Bronze,57,4,declining,6,3.4,4.2,51,0,1,0.9223,1
partner_484,NA,Retail,Bronze,35,5,stable,6,7.1,64.4,77,0,0,0.3477,0
partner_485,EMEA,Manufacturing,Silver,44,6,stable,2,3.8,20.3,50,0,0,0.3541,1
partner_486,NA,Retail,Bronze,56,10,stable,0,0.5,78.1,4,8,0,0.0003,0
partner_487,NA,Services,Silver,48,6,stable,5,6.1,44.6,81,1,1,0.3631,0
partner_488,EMEA,Tech,Silver,20,8,improving,3,3.0,52.4,25,2,0,0.0526,0
partner_489,NA,Services,Bronze,10,7,stable,2,2.7,30.7,13,4,1,0.0351,0
partner_490,NA,Tech,Silver,9,6,declining,6,5.1,43.5,22,1,1,0.5359,0
partner_491,LATAM,Retail,Gold,54,5,stable,5,4.8,38.9,43,1,0,0.139,0
partner_492,LATAM,Services,Bronze,35,10,improving,4,3.2,81.5,0,1,1,0.0031,0
partner_493,LATAM,Manufacturing,Bronze,20,5,stable,4,5.1,64.0,15,1,1,0.0281,0
partner_494,NA,Services,Gold,23,10,improving,0,1.8,100.0,1,4,1,0.0,0
partner_495,LATAM,Tech,Gold,19,6,stable,1,4.3,58.9,60,2,1,0.0389,0
partner_496,NA,Manufacturing,Silver,49,10,improving,0,0.5,100.0,17,9,0,0.0,0
partner_497,NA,Services,Silver,38,7,stable,2,4.9,46.3,56,3,0,0.0322,0
partner_498,LATAM,Manufacturing,Bronze,54,5,improving,5,3.8,64.4,56,0,0,0.018,0
partner_499,NA,Tech,Silver,20,8,improving,4,1.8,54.9,28,6,0,0.0048,0
partner_500,NA,Manufacturing,Bronze,30,7,stable,1,2.7,60.5,40,3,0,0.0035,0
partner_501,LATAM,Manufacturing,Bronze,10,7,declining,7,3.7,53.7,85,0,1,0.4256,0
partner_502,APAC,Services,Silver,59,5,improving,5,5.5,36.0,52,3,1,0.5015,0
partner_503,APAC,Tech,Gold,32,10,stable,0,0.5,90.5,0,5,0,0.0,0
partner_504,NA,Tech,Silver,35,3,declining,4,6.6,41.4,58,0,1,0.6186,1
partner_505,NA,Services,Bronze,26,7,improving,2,2.4,69.1,31,4,1,0.0131,0
partner_506,LATAM,Tech,Bronze,18,6,declining,5,0.5,56.4,58,2,1,0.0905,1
partner_507,NA,Manufacturing,Gold,58,9,improving,1,1.0,64.7,13,1,0,0.0041,0
partner_508,APAC,Tech,Gold,31,5,stable,5,3.3,55.1,52,2,0,0.0825,0
partner_509,NA,Retail,Silver,42,10,improving,2,3.4,80.4,40,3,0,0.0014,0
partner_510,EMEA,Manufacturing,Silver,5,6,improving,2,2.3,53.7,31,3,0,0.0024,0
partner_511,EMEA,Retail,Bronze,19,7,stable,0,1.6,56.6,16,1,0,0.0027,0
partner_512,APAC,Retail,Bronze,49,8,improving,2,1.3,26.4,21,7,0,0.016,1
partner_513,EMEA,Manufacturing,Bronze,8,5,stable,6,3.0,46.6,48,0,0,0.1075,1
partner_514,EMEA,Manufacturing,Bronze,8,4,improving,5,4.8,29.9,51,2,0,0.2926,0
partner_515,NA,Services,Bronze,49,6,declining,4,4.0,33.7,36,4,0,0.2706,0
partner_516,EMEA,Retail,Silver,20,7,improving,3,4.0,59.5,58,5,0,0.0204,0
partner_517,NA,Retail,Bronze,18,10,improving,0,0.5,77.2,30,1,0,0.0002,0
partner_518,LATAM,Services,Bronze,35,4,declining,6,4.0,71.6,26,0,1,0.4132,0
partner_519,EMEA,Retail,Silver,14,8,stable,1,5.6,45.6,0,4,0,0.0031,0
partner_520,APAC,Retail,Bronze,5,8,stable,0,3.1,62.4,43,0,0,0.0024,0
partner_521,APAC,Retail,Bronze,3,3,declining,2,4.4,38.9,55,0,0,0.6933,1
partner_522,NA,Tech,Silver,7,6,improving,1,1.5,51.3,25,3,0,0.0051,0
partner_523,EMEA,Services,Bronze,12,7,improving,4,5.2,67.2,62,4,1,0.0491,0
partner_524,LATAM,Services,Silver,43,4,declining,4,6.7,39.6,49,0,0,0.7607,1
partner_525,EMEA,Manufacturing,Gold,20,6,declining,2,1.4,74.1,10,3,0,0.001,0
partner_526,NA,Retail,Bronze,7,4,declining,2,2.9,37.1,31,4,1,0.0971,0
partner_527,APAC,Tech,Gold,3,8,improving,3,3.3,72.0,43,3,0,0.0042,0
partner_528,APAC,Tech,Gold,30,6,stable,3,4.7,31.3,89,0,1,0.8163,1
partner_529,LATAM,Retail,Silver,51,10,improving,1,2.0,100.0,23,6,0,0.0,0
partner_530,NA,Retail,Silver,22,6,stable,2,6.2,31.0,30,4,1,0.0221,0
partner_531,LATAM,Tech,Silver,6,7,improving,1,2.3,40.2,39,2,1,0.0201,0
partner_532,LATAM,Retail,Silver,16,5,stable,2,3.9,29.0,45,1,0,0.1459,0
partner_533,NA,Manufacturing,Silver,31,5,declining,3,5.2,57.0,9,2,0,0.1053,0
partner_534,LATAM,Manufacturing,Bronze,13,5,stable,5,5.5,49.4,54,2,1,0.0802,0
partner_535,EMEA,Retail,Gold,59,4,improving,4,2.7,33.6,54,1,1,0.1421,0
partner_536,EMEA,Tech,Silver,47,9,improving,3,2.3,75.0,70,2,0,0.006,0
partner_537,NA,Services,Silver,22,6,stable,2,3.7,31.9,74,1,1,0.4264,0
partner_538,EMEA,Manufacturing,Bronze,58,5,stable,3,7.0,47.3,92,1,0,0.3154,1
partner_539,EMEA,Services,Bronze,21,9,stable,1,1.0,80.3,57,3,0,0.0031,0
partner_540,APAC,Tech,Silver,11,9,stable,0,2.7,56.2,63,7,0,0.078,0
partner_541,APAC,Services,Silver,57,7,stable,5,5.5,56.6,52,3,0,0.0612,0
partner_542,NA,Retail,Bronze,58,9,stable,0,0.7,70.4,29,4,0,0.0001,0
partner_543,APAC,Tech,Bronze,21,6,stable,7,4.0,59.1,7,3,0,0.009,0
partner_544,APAC,Retail,Bronze,37,5,stable,2,0.9,46.8,46,0,0,0.0031,0
partner_545,EMEA,Tech,Silver,13,4,improving,1,4.2,21.4,56,0,0,0.0655,0
partner_546,NA,Tech,Bronze,40,6,stable,1,3.4,55.9,31,2,0,0.0184,0
partner_547,NA,Retail,Gold,43,6,declining,2,4.8,26.4,24,0,0,0.0943,0
partner_548,EMEA,Services,Bronze,44,7,stable,3,2.4,73.1,74,4,0,0.0144,0
partner_549,LATAM,Tech,Bronze,35,9,improving,0,3.0,47.0,35,7,0,0.0004,0
partner_550,NA,Retail,Bronze,43,5,declining,3,3.8,67.4,80,1,0,0.4429,1
partner_551,NA,Retail,Silver,35,9,stable,1,4.3,69.4,37,4,0,0.0029,0
partner_552,EMEA,Tech,Bronze,50,7,improving,8,4.6,58.8,69,1,0,0.0113,0
partner_553,EMEA,Tech,Silver,13,2,improving,7,2.2,20.6,76,1,0,0.7989,1
partner_554,APAC,Tech,Gold,31,6,stable,3,3.0,38.7,38,3,0,0.0385,0
partner_555,EMEA,Retail,Bronze,27,7,declining,1,4.0,23.6,51,0,0,0.3477,0
partner_556,EMEA,Services,Silver,33,5,stable,6,4.5,75.5,42,0,0,0.009,0
partner_557,EMEA,Services,Bronze,11,3,stable,3,3.3,43.5,21,1,0,0.1809,0
partner_558,NA,Tech,Bronze,21,2,declining,8,5.2,42.2,105,0,1,0.9615,1
partner_559,NA,Manufacturing,Bronze,58,4,stable,7,8.1,66.9,46,1,0,0.1785,0
partner_560,NA,Services,Bronze,9,7,stable,2,2.2,80.2,41,2,0,0.0027,0
partner_561,EMEA,Services,Silver,39,7,declining,0,4.1,68.8,0,4,0,0.0021,0
partner_562,EMEA,Manufacturing,Silver,41,8,stable,7,3.3,81.4,57,0,0,0.0081,0
partner_563,APAC,Services,Silver,30,5,declining,3,1.5,65.9,51,0,1,0.4047,0
partner_564,LATAM,Services,Silver,4,5,declining,2,4.7,46.7,79,0,1,0.4246,1
partner_565,LATAM,Services,Silver,4,8,stable,1,5.0,50.1,24,4,0,0.0191,0
partner_566,LATAM,Tech,Bronze,18,5,stable,8,5.0,34.1,74,0,1,0.7918,0
partner_567,LATAM,Retail,Bronze,8,4,stable,2,5.2,42.1,78,0,0,0.3029,1
partner_568,EMEA,Retail,Bronze,8,10,improving,0,0.7,98.6,0,7,0,0.0,0
partner_569,NA,Tech,Silver,12,8,declining,1,2.6,60.7,65,1,0,0.014,0
partner_570,NA,Tech,Gold,14,6,declining,4,5.4,25.9,71,1,0,0.6079,0
partner_571,NA,Tech,Bronze,51,5,stable,4,2.9,54.1,51,3,0,0.0989,0
partner_572,APAC,Manufacturing,Silver,40,6,stable,2,2.5,72.7,19,2,0,0.0029,0
partner_573,NA,Manufacturing,Silver,4,3,declining,4,5.2,50.5,72,0,0,0.529,1
partner_574,LATAM,Services,Silver,39,10,stable,1,2.2,60.9,29,3,0,0.0019,0
partner_575,APAC,Retail,Silver,10,4,declining,8,5.7,48.9,45,0,1,0.3639,0
partner_576,NA,Retail,Silver,27,6,declining,8,5.5,13.7,60,0,1,0.8817,1
partner_577,APAC,Services,Silver,5,5,stable,8,4.0,20.3,64,0,1,0.727,0
