partner_id,region,vertical,partner_tier,months_as_partner,nps_score,nps_trend,support_tickets_last_quarter,avg_resolution_time_days,engagement_score,days_since_last_contact,num_active_deals,has_competitor_relationship,churn_probability,churned_next_quarter,avg_monthly_gtv,gtv_trend_3m,gtv_trend_yoy_3m,gtv_volatility,seasonal_autocorr_lag12,has_seasonality,gtv_vs_peers,gtv_vs_market_growth,gtv_seasonal_deviation_pct,gtv_ramp_vs_cohort,scoring_path,snapshot_role,snapshot_cutoff_month
partner_728,EMEA,Services,Registered,31,10,declining,0,1.2,100.0,0,2,0,0.0,0,13837.19,9.67,84.78,0.3792,-0.3624,0,0.8095,8.54,0.0,0.0,mature,train,26
partner_729,NA,Retail,Registered,4,6,declining,10,4.3,51.3,77,1,1,0.5684,1,8116.24,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-25.53,new_partner,train,26
partner_730,NA,Tech,Strategic,15,6,improving,3,4.6,44.8,32,3,0,0.0702,0,55783.96,13.1,82.77,0.3816,-0.1771,0,0.2222,10.12,0.0,0.0,mature,train,26
partner_731,NA,Services,Registered,36,6,declining,8,2.4,52.6,61,0,1,0.0563,0,10799.38,-15.9,-2.46,0.197,0.6999,1,0.7273,-17.03,-3.63,0.0,mature,train,26
partner_732,EMEA,Retail,Registered,16,6,improving,1,1.1,54.9,34,6,0,0.0236,0,17906.12,23.06,65.77,0.3142,-0.3087,0,0.9302,20.62,0.0,0.0,mature,train,26
partner_733,EMEA,Manufacturing,Certified,31,1,declining,6,3.1,40.2,42,0,0,0.4069,1,55738.37,25.34,5.89,0.1161,-0.1894,0,0.9048,23.16,0.0,0.0,mature,train,26
partner_734,NA,Retail,Registered,37,2,declining,5,6.8,17.7,107,0,0,0.9719,1,19534.9,36.84,-0.28,0.2021,0.8007,1,1.0,34.4,-5.79,0.0,mature,train,26
partner_735,EMEA,Services,Registered,16,10,stable,0,1.6,100.0,13,4,0,0.0003,0,8822.71,15.39,44.33,0.1981,0.407,0,0.5476,14.26,0.0,0.0,mature,train,26
partner_736,LATAM,Manufacturing,Registered,34,8,declining,2,2.6,58.4,48,3,1,0.1294,0,12439.65,-4.24,38.96,0.3295,0.2129,0,0.6957,-6.42,0.0,0.0,mature,train,26
partner_737,EMEA,Services,Registered,20,9,stable,0,0.6,83.3,0,7,0,0.0,0,4424.83,-20.56,-45.39,0.3243,-0.2278,0,0.119,-21.69,0.0,0.0,mature,train,26
partner_738,NA,Retail,Certified,4,2,stable,6,4.2,24.7,87,0,1,0.7011,0,34104.47,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-15.62,new_partner,train,26
partner_739,NA,Tech,Certified,18,7,stable,1,1.3,100.0,63,0,0,0.0122,0,18172.87,-14.15,-19.16,0.2445,-0.53,0,0.2667,-17.13,0.0,0.0,mature,train,26
partner_740,NA,Services,Certified,22,7,stable,1,4.9,43.2,36,4,0,0.0075,0,42923.76,3.15,2.08,0.0816,-0.4359,0,0.65,2.02,0.0,0.0,mature,train,26
partner_741,EMEA,Retail,Registered,1,9,improving,0,2.7,53.6,1,4,0,0.0003,0,9539.15,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-25.95,new_partner,train,26
partner_742,EMEA,Retail,Certified,48,8,stable,4,5.2,49.1,32,4,0,0.0567,0,34876.76,9.91,-7.99,0.1614,0.544,1,0.697,7.47,-3.9,0.0,mature,train,26
partner_743,APAC,Retail,Registered,27,8,stable,2,1.0,41.9,34,1,0,0.022,0,8722.89,-2.59,8.88,0.1135,-0.0562,0,0.5161,-5.03,0.0,0.0,mature,train,26
partner_744,EMEA,Services,Certified,1,3,stable,3,5.6,19.6,50,0,1,0.9161,1,18864.87,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-56.68,new_partner,train,26
partner_745,NA,Manufacturing,Registered,47,2,declining,8,4.6,4.6,69,1,1,0.9967,1,12851.9,-2.74,-10.21,0.1124,0.302,0,0.9091,-4.92,0.0,0.0,mature,train,26
partner_746,NA,Manufacturing,Certified,46,7,declining,4,8.3,45.3,25,0,0,0.2276,1,25477.77,18.49,53.3,0.2445,-0.5168,0,0.5385,16.31,0.0,0.0,mature,train,26
partner_747,NA,Manufacturing,Registered,1,8,declining,2,0.5,46.9,53,7,0,0.0341,0,11175.71,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-64.18,new_partner,train,26
partner_748,NA,Tech,Registered,6,10,stable,0,4.0,79.8,22,3,0,0.0001,0,12098.42,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,13.42,new_partner,train,26
partner_749,LATAM,Tech,Registered,18,5,declining,4,4.0,34.5,49,1,0,0.5536,0,8109.85,26.15,61.19,0.2619,-0.029,0,0.4194,23.17,0.0,0.0,mature,train,26
partner_750,APAC,Tech,Registered,26,4,stable,5,3.7,30.6,33,1,0,0.0776,0,13102.66,11.96,6.71,0.1029,0.2659,0,0.8077,8.98,0.0,0.0,mature,train,26
partner_751,EMEA,Manufacturing,Registered,39,4,declining,4,5.2,58.4,58,0,0,0.1582,0,3586.29,-15.04,-22.81,0.1505,0.2448,0,0.0769,-17.22,0.0,0.0,mature,train,26
partner_752,NA,Retail,Certified,21,7,improving,1,1.2,57.4,30,4,0,0.0076,0,44857.98,6.53,15.74,0.1968,-0.2093,0,0.7857,4.09,0.0,0.0,mature,train,26
partner_753,EMEA,Services,Certified,32,7,improving,0,2.9,61.2,5,7,0,0.0006,0,51308.17,30.22,72.3,0.3034,-0.0699,0,0.9412,29.09,0.0,0.0,mature,train,26
partner_754,NA,Services,Registered,1,4,declining,7,5.2,62.1,53,1,0,0.5738,1,4386.4,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-73.38,new_partner,train,26
partner_755,LATAM,Tech,Strategic,35,6,stable,1,2.1,95.2,28,5,0,0.0005,0,87630.2,1.67,-5.8,0.1023,0.1039,0,0.4,-1.31,0.0,0.0,mature,train,26
partner_756,EMEA,Manufacturing,Certified,50,8,stable,0,2.6,77.0,35,5,0,0.0011,0,40762.98,4.94,35.5,0.2556,-0.1208,0,0.8571,2.76,0.0,0.0,mature,train,26
partner_757,NA,Retail,Strategic,27,8,stable,2,5.8,50.5,12,2,0,0.0031,0,48268.5,4.08,44.19,0.2233,-0.1831,0,0.5455,1.64,0.0,0.0,mature,train,26
partner_758,APAC,Services,Certified,23,3,improving,4,6.3,23.9,75,0,1,0.8513,1,29083.57,-6.37,-24.0,0.2157,-0.2875,0,0.7059,-7.5,0.0,0.0,mature,train,26
partner_759,EMEA,Services,Certified,14,4,declining,2,3.8,22.8,85,0,0,0.6028,1,34833.43,-5.29,-15.77,0.2248,0.4569,0,0.7353,-6.42,0.0,0.0,mature,train,26
partner_760,NA,Services,Certified,52,9,improving,2,3.9,64.9,35,3,0,0.0041,0,43672.16,-8.96,11.62,0.1642,-0.3506,0,0.7,-10.09,0.0,0.0,mature,train,26
partner_761,LATAM,Tech,Certified,1,9,stable,0,2.1,74.7,75,2,0,0.002,0,55880.13,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,141.08,new_partner,train,26
partner_762,EMEA,Retail,Strategic,13,10,improving,1,1.2,72.9,18,1,0,0.0001,0,69771.19,-0.29,-17.7,0.2236,0.8933,1,0.3571,-2.73,-13.3,0.0,mature,train,26
partner_763,EMEA,Retail,Registered,5,7,stable,3,4.3,54.8,5,2,0,0.006,0,3960.58,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-74.46,new_partner,train,26
partner_764,EMEA,Retail,Registered,47,7,stable,1,1.7,52.1,18,2,1,0.0033,0,6498.23,-2.08,22.73,0.2018,0.7571,1,0.2558,-4.52,6.76,0.0,mature,train,26
partner_765,APAC,Retail,Registered,24,3,declining,7,5.3,39.7,51,0,1,0.9608,1,11701.54,16.39,22.85,0.2338,0.7239,1,0.7097,13.95,26.48,0.0,mature,train,26
partner_766,EMEA,Retail,Strategic,50,9,improving,1,3.2,80.6,31,1,0,0.0008,0,100257.55,-5.75,-1.61,0.0854,-0.1521,0,0.6429,-8.19,0.0,0.0,mature,train,26
partner_767,EMEA,Services,Registered,35,8,improving,6,5.6,38.7,45,5,0,0.0058,0,5027.73,-9.62,-36.83,0.353,-0.0322,0,0.1905,-10.75,0.0,0.0,mature,train,26
partner_768,EMEA,Retail,Certified,29,8,declining,1,3.2,47.5,23,6,0,0.0146,0,50113.21,-29.13,-4.4,0.1782,0.7861,1,0.9091,-31.57,-11.33,0.0,mature,train,26
partner_769,EMEA,Retail,Certified,27,3,stable,7,3.7,14.2,81,0,1,0.9733,1,21388.24,-25.4,2.72,0.1651,0.8665,1,0.303,-27.84,-1.19,0.0,mature,train,26
partner_770,LATAM,Services,Strategic,8,7,improving,0,0.6,83.4,64,4,0,0.0013,0,125858.62,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,300.0,new_partner,train,26
partner_771,EMEA,Manufacturing,Registered,29,2,declining,9,7.4,52.6,43,0,1,0.8367,1,8769.64,40.11,-1.94,0.1562,0.6915,1,0.6538,37.93,6.12,0.0,mature,train,26
partner_772,NA,Services,Certified,36,6,improving,3,2.2,72.1,32,4,0,0.0036,0,16272.21,-9.28,-39.84,0.3683,-0.0894,0,0.25,-10.41,0.0,0.0,mature,train,26
partner_773,NA,Manufacturing,Strategic,52,9,stable,1,0.9,57.5,26,3,1,0.0021,0,20242.38,5.92,12.58,0.1017,-0.1601,0,0.1818,3.74,0.0,0.0,mature,train,26
partner_774,APAC,Services,Registered,28,8,improving,4,2.1,75.9,17,1,1,0.0265,0,9312.11,-2.49,12.51,0.1887,0.9374,1,0.6774,-3.62,13.3,0.0,mature,train,26
partner_775,EMEA,Manufacturing,Certified,51,8,improving,0,4.4,48.6,0,3,0,0.0063,0,33401.16,1.64,17.34,0.1859,0.0511,0,0.8095,-0.54,0.0,0.0,mature,train,26
partner_776,APAC,Tech,Registered,51,6,stable,1,3.5,51.7,64,1,0,0.03,0,8656.92,12.8,31.39,0.1694,0.3808,0,0.4231,9.82,0.0,0.0,mature,train,26
partner_777,LATAM,Manufacturing,Certified,27,8,improving,0,3.0,55.8,2,3,0,0.0019,0,10707.04,-16.75,-45.36,0.3867,-0.1692,0,0.1111,-18.93,0.0,0.0,mature,train,26
partner_778,EMEA,Tech,Certified,22,8,declining,6,3.7,46.3,38,4,1,0.2431,0,43900.23,20.14,-11.05,0.1966,0.7376,1,0.8387,17.16,-11.91,0.0,mature,train,26
partner_779,LATAM,Tech,Registered,5,6,stable,2,1.2,52.1,38,3,0,0.0076,0,11860.2,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,11.12,new_partner,train,26
partner_780,APAC,Tech,Registered,12,7,stable,2,0.6,81.0,13,0,0,0.0017,0,11109.93,-12.97,7.81,0.1219,-0.2172,0,0.6538,-15.95,0.0,0.0,mature,train,26
partner_781,EMEA,Retail,Registered,47,10,improving,0,1.2,90.4,8,2,1,0.0007,0,5091.59,-4.31,15.68,0.1466,-0.0951,0,0.093,-6.75,0.0,0.0,mature,train,26
partner_782,APAC,Services,Registered,5,7,stable,8,3.7,55.5,40,2,0,0.0873,0,5232.18,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-62.64,new_partner,train,26
partner_783,NA,Retail,Certified,20,4,declining,6,3.0,43.4,49,0,0,0.07,0,30972.16,13.47,-6.08,0.1666,0.6266,1,0.4643,11.03,-10.51,0.0,mature,train,26
partner_784,LATAM,Retail,Registered,37,7,declining,1,5.3,41.7,18,0,1,0.2715,0,11122.02,17.33,52.97,0.2934,-0.0039,0,0.72,14.89,0.0,0.0,mature,train,26
partner_785,APAC,Retail,Registered,10,4,declining,8,3.6,0.0,76,1,1,0.951,1,12111.29,-1.02,12.54,0.2084,0.9376,1,0.7419,-3.46,7.3,0.0,mature,train,26
partner_786,NA,Services,Certified,53,10,stable,0,0.5,76.5,0,6,0,0.0,0,87456.84,4.17,46.27,0.3747,-0.4091,0,1.0,3.04,0.0,0.0,mature,train,26
partner_787,APAC,Tech,Certified,34,10,improving,0,2.2,86.5,22,6,0,0.0008,0,30289.06,-33.34,-1.6,0.2191,0.8305,1,0.5625,-36.32,4.98,0.0,mature,train,26
partner_788,NA,Manufacturing,Certified,1,4,declining,2,4.5,63.8,38,0,1,0.1273,1,33065.3,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,33.14,new_partner,train,26
partner_789,LATAM,Services,Strategic,11,3,declining,6,7.9,16.4,92,0,1,0.9699,0,111430.76,26.99,0.76,0.2462,0.8013,1,0.8571,25.86,-2.83,0.0,mature,train,26
partner_790,LATAM,Retail,Registered,39,3,declining,6,2.5,44.8,68,0,1,0.3417,0,13852.95,-30.46,-1.89,0.2346,0.7085,1,0.84,-32.9,-8.42,0.0,mature,train,26
partner_791,EMEA,Services,Certified,47,7,improving,0,5.0,58.2,12,2,0,0.0019,0,41683.87,15.48,65.72,0.3277,-0.4504,0,0.7941,14.35,0.0,0.0,mature,train,26
partner_792,NA,Tech,Registered,50,6,stable,5,4.0,34.3,66,1,1,0.0147,0,18124.33,-4.73,28.94,0.2413,-0.0421,0,0.8718,-7.71,0.0,0.0,mature,train,26
partner_793,NA,Retail,Certified,46,7,stable,1,2.1,73.8,22,3,1,0.007,0,14938.84,11.45,23.33,0.1769,0.1424,0,0.1071,9.01,0.0,0.0,mature,train,26
partner_794,EMEA,Manufacturing,Strategic,1,9,stable,0,3.4,63.2,6,3,0,0.0015,0,34914.86,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-12.08,new_partner,train,26
partner_795,EMEA,Services,Certified,39,9,stable,1,4.4,87.5,3,3,0,0.0003,0,16524.43,0.54,7.26,0.1134,-0.4571,0,0.2353,-0.59,0.0,0.0,mature,train,26
partner_796,NA,Retail,Certified,3,5,declining,2,2.3,5.5,12,0,1,0.8071,1,51724.0,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,38.85,new_partner,train,26
partner_797,EMEA,Manufacturing,Certified,1,7,improving,2,2.8,47.0,27,0,0,0.0119,0,9819.64,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-80.63,new_partner,train,26
partner_798,EMEA,Retail,Registered,37,6,improving,5,3.0,59.6,52,0,0,0.0636,0,13276.47,0.48,-1.74,0.0861,-0.0331,0,0.7907,-1.96,0.0,0.0,mature,train,26
partner_799,LATAM,Manufacturing,Certified,24,5,declining,4,5.4,47.6,27,0,0,0.0532,0,11133.79,-13.66,-26.85,0.162,0.084,0,0.2222,-15.84,0.0,0.0,mature,train,26
partner_800,LATAM,Manufacturing,Certified,34,7,stable,2,5.6,52.5,73,0,0,0.1601,0,23372.1,15.14,8.46,0.0944,0.2805,0,0.6667,12.96,0.0,0.0,mature,train,26
partner_801,LATAM,Manufacturing,Strategic,46,10,stable,0,0.5,100.0,0,3,0,0.0,0,55695.69,-8.6,-28.43,0.2034,0.5264,1,0.75,-10.78,-6.78,0.0,mature,train,26
partner_802,NA,Manufacturing,Registered,1,8,declining,1,3.0,58.7,22,2,0,0.0616,0,7587.89,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-54.03,new_partner,train,26
partner_803,APAC,Retail,Registered,27,4,stable,2,5.4,14.0,28,0,0,0.3387,0,10315.73,-12.18,-2.72,0.2258,0.853,1,0.6129,-14.62,-5.81,0.0,mature,train,26
partner_804,NA,Manufacturing,Certified,45,7,improving,1,2.6,58.3,49,0,0,0.0171,0,26579.19,-9.62,-35.57,0.2703,0.4022,0,0.6154,-11.8,0.0,0.0,mature,train,26
partner_805,EMEA,Manufacturing,Registered,22,9,stable,0,0.5,75.3,36,6,0,0.0015,0,16189.87,34.12,70.83,0.305,-0.0219,0,0.9231,31.94,0.0,0.0,mature,train,26
partner_806,EMEA,Manufacturing,Registered,27,7,stable,2,4.0,67.3,29,2,0,0.0406,0,18680.26,10.69,55.19,0.3368,0.0907,0,0.9615,8.51,0.0,0.0,mature,train,26
partner_807,LATAM,Retail,Registered,25,10,stable,0,3.4,77.4,0,4,0,0.0003,0,4405.19,0.47,-1.46,0.0826,0.2763,0,0.2,-1.97,0.0,0.0,mature,train,26
partner_808,EMEA,Tech,Certified,49,6,declining,4,5.9,35.5,27,0,0,0.0436,0,20078.58,-3.62,-18.74,0.1107,-0.0476,0,0.3548,-6.6,0.0,0.0,mature,train,26
partner_809,NA,Tech,Registered,1,7,improving,3,1.3,42.0,38,4,0,0.006,0,12619.54,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,6.21,new_partner,train,26
partner_810,APAC,Retail,Registered,47,9,improving,2,3.3,83.5,9,4,0,0.0003,0,7668.99,33.5,-1.07,0.1802,0.7784,1,0.4516,31.06,-6.53,0.0,mature,train,26
partner_811,EMEA,Retail,Registered,44,8,stable,4,5.1,74.9,18,5,0,0.0035,0,12754.52,2.62,-2.7,0.0898,0.0264,0,0.7674,0.18,0.0,0.0,mature,train,26
partner_812,EMEA,Tech,Strategic,44,5,improving,4,7.4,67.9,40,1,0,0.0772,0,82345.97,8.85,-5.95,0.0934,0.0045,0,0.7,5.87,0.0,0.0,mature,train,26
partner_813,APAC,Manufacturing,Certified,20,8,improving,1,3.7,46.4,24,6,0,0.0181,0,44580.57,6.37,75.62,0.3587,-0.5423,0,1.0,4.19,0.0,0.0,mature,train,26
partner_814,NA,Retail,Registered,26,2,declining,3,6.4,35.7,26,0,0,0.1887,0,11604.72,-17.97,10.69,0.1965,0.8756,1,0.8298,-20.41,10.2,0.0,mature,train,26
partner_815,EMEA,Services,Registered,18,3,stable,1,1.6,50.5,7,1,0,0.0161,0,10570.61,-3.49,31.62,0.2586,-0.1013,0,0.6429,-4.62,0.0,0.0,mature,train,26
partner_816,APAC,Tech,Certified,11,8,stable,3,1.1,66.3,3,2,1,0.0022,0,32199.6,-6.17,2.59,0.0974,0.3905,0,0.6875,-9.15,0.0,0.0,mature,train,26
partner_817,APAC,Services,Registered,47,9,improving,1,3.9,100.0,9,4,0,0.0003,0,5417.76,5.64,-10.11,0.2149,0.8021,1,0.3226,4.51,-9.33,0.0,mature,train,26
partner_818,NA,Tech,Certified,26,9,improving,0,0.5,92.0,18,5,0,0.0002,0,47865.69,-7.66,-0.13,0.1217,-0.4243,0,0.7667,-10.64,0.0,0.0,mature,train,26
partner_819,LATAM,Tech,Registered,38,6,stable,15,5.2,21.6,63,0,1,0.8513,1,9784.67,51.08,18.67,0.256,0.8317,1,0.6129,48.1,20.13,0.0,mature,train,26
partner_820,EMEA,Manufacturing,Strategic,2,10,stable,0,3.7,80.6,34,6,0,0.0003,0,56253.52,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-15.69,new_partner,train,26
partner_821,EMEA,Services,Registered,42,8,improving,0,3.5,65.6,0,4,0,0.0008,0,4593.22,2.0,10.08,0.1104,0.2533,0,0.1429,0.87,0.0,0.0,mature,train,26
partner_822,NA,Tech,Certified,35,8,improving,1,4.0,65.2,37,3,1,0.0057,0,20479.62,3.77,1.87,0.0728,-0.1297,0,0.3667,0.79,0.0,0.0,mature,train,26
partner_823,EMEA,Tech,Registered,54,4,stable,4,4.4,18.0,38,0,0,0.0604,0,19887.15,-9.06,-8.11,0.0944,0.0569,0,0.8438,-12.04,0.0,0.0,mature,train,26
partner_824,LATAM,Manufacturing,Strategic,4,7,improving,0,2.5,66.3,73,1,0,0.0511,1,130578.05,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,300.0,new_partner,train,26
partner_825,APAC,Manufacturing,Strategic,28,7,improving,1,6.3,29.4,31,3,0,0.0444,0,68343.66,11.72,25.22,0.1876,0.1034,0,0.3333,9.54,0.0,0.0,mature,train,26
partner_826,EMEA,Retail,Certified,26,7,declining,7,5.1,33.4,25,1,0,0.094,0,42952.93,4.84,6.37,0.0908,0.1545,0,0.8485,2.4,0.0,0.0,mature,train,26
partner_827,NA,Tech,Registered,28,6,stable,6,5.1,80.2,50,1,1,0.0306,0,15256.96,13.58,39.28,0.1861,-0.2467,0,0.8205,10.6,0.0,0.0,mature,train,26
partner_828,EMEA,Tech,Registered,1,5,improving,5,3.8,45.5,48,3,0,0.2226,0,6221.28,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-49.49,new_partner,train,26
partner_829,APAC,Services,Certified,24,5,declining,3,2.6,76.7,32,1,1,0.0118,0,60850.84,-7.63,2.15,0.1338,0.3459,0,1.0,-8.76,0.0,0.0,mature,train,26
partner_830,EMEA,Tech,Certified,14,8,improving,0,3.5,67.5,27,7,1,0.0048,0,39791.25,3.19,-4.68,0.1648,0.5066,1,0.7097,0.21,-5.82,0.0,mature,train,26
partner_831,LATAM,Tech,Registered,32,10,improving,0,0.5,76.6,17,3,0,0.0,0,6903.03,1.18,22.56,0.1784,-0.1606,0,0.3871,-1.8,0.0,0.0,mature,train,26
partner_832,NA,Services,Registered,10,6,improving,3,3.9,35.6,61,1,1,0.0551,0,6965.92,8.09,-1.24,0.1854,0.8328,1,0.3182,6.96,-1.53,0.0,mature,train,26
partner_833,NA,Tech,Registered,22,8,improving,1,3.9,100.0,28,4,0,0.0005,0,10905.08,8.6,40.1,0.2274,0.3374,0,0.6667,5.62,0.0,0.0,mature,train,26
partner_834,LATAM,Retail,Certified,32,5,declining,2,3.9,32.0,77,3,0,0.7974,1,10021.3,8.2,-5.02,0.1001,0.3515,0,0.0357,5.76,0.0,0.0,mature,train,26
partner_835,LATAM,Retail,Certified,1,10,improving,0,4.5,100.0,30,5,0,0.0001,0,50863.96,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,20.19,new_partner,train,26
partner_836,NA,Retail,Certified,42,5,stable,7,2.0,52.7,25,1,0,0.0128,0,37374.27,15.87,49.65,0.2153,-0.5246,0,0.6071,13.43,0.0,0.0,mature,train,26
partner_837,LATAM,Retail,Certified,38,7,stable,0,2.3,76.9,21,2,0,0.0003,0,42968.95,9.73,40.18,0.2376,-0.1544,0,0.8571,7.29,0.0,0.0,mature,train,26
partner_838,APAC,Tech,Registered,1,6,stable,4,6.9,41.1,38,0,0,0.0433,0,10136.18,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,13.49,new_partner,train,26
partner_839,NA,Services,Registered,1,5,stable,2,4.9,40.6,30,3,1,0.3397,0,5346.33,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-65.17,new_partner,train,26
partner_840,NA,Manufacturing,Registered,46,7,stable,4,3.2,62.8,46,3,0,0.0064,0,9119.35,5.51,-10.6,0.0827,-0.1733,0,0.6364,3.33,0.0,0.0,mature,train,26
partner_841,EMEA,Retail,Certified,13,6,stable,3,4.1,83.2,0,4,0,0.001,0,26406.41,1.49,10.7,0.1071,0.079,0,0.3939,-0.95,0.0,0.0,mature,train,26
partner_842,LATAM,Manufacturing,Registered,46,7,declining,2,3.9,51.1,78,2,1,0.2232,0,7268.74,5.46,35.29,0.2229,0.0272,0,0.3913,3.28,0.0,0.0,mature,train,26
partner_843,NA,Retail,Registered,25,6,stable,4,6.8,50.0,68,0,0,0.6394,1,6784.53,-11.62,-14.78,0.099,-0.361,0,0.2766,-14.06,0.0,0.0,mature,train,26
partner_844,NA,Services,Registered,16,5,declining,7,5.3,40.4,11,2,0,0.2466,0,34621.4,8.45,56.23,0.319,-0.0504,0,1.0,7.32,0.0,0.0,mature,train,26
partner_845,EMEA,Retail,Registered,12,4,stable,3,2.4,85.2,54,3,0,0.0132,0,5424.29,14.35,21.47,0.1901,0.7382,1,0.1395,11.91,3.88,0.0,mature,train,26
partner_846,APAC,Manufacturing,Certified,35,7,improving,4,3.0,71.1,36,5,0,0.0017,0,30754.59,41.54,-0.01,0.2213,0.6837,1,0.5385,39.36,-3.64,0.0,mature,train,26
partner_847,NA,Tech,Registered,3,9,declining,0,2.4,100.0,43,7,0,0.0,0,18248.88,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,49.15,new_partner,train,26
partner_848,LATAM,Manufacturing,Registered,20,9,stable,0,2.0,73.8,41,6,0,0.0005,0,14710.41,11.34,2.82,0.2381,0.7837,1,0.7826,9.16,2.45,0.0,mature,train,26
partner_849,EMEA,Tech,Certified,17,4,declining,6,4.6,45.0,87,3,0,0.3919,1,6917.99,-14.13,-43.04,0.3335,-0.3867,0,0.0323,-17.11,0.0,0.0,mature,train,26
partner_850,APAC,Services,Registered,5,6,declining,4,5.3,57.1,48,0,0,0.12,0,4956.3,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-46.1,new_partner,train,26
partner_851,EMEA,Retail,Registered,17,5,declining,4,5.0,44.0,63,1,0,0.3676,1,6713.84,13.88,43.61,0.2579,0.076,0,0.3256,11.44,0.0,0.0,mature,train,26
partner_852,EMEA,Services,Registered,27,8,improving,1,1.5,76.2,16,3,0,0.0005,0,13142.97,7.73,40.57,0.2793,-0.4288,0,0.7619,6.6,0.0,0.0,mature,train,26
partner_853,APAC,Tech,Certified,36,9,stable,0,1.4,61.5,38,10,0,0.0024,0,22071.62,-1.83,-4.89,0.0972,-0.196,0,0.25,-4.81,0.0,0.0,mature,train,26
partner_854,APAC,Services,Registered,2,6,declining,4,3.6,41.7,3,2,0,0.0143,0,17669.94,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,219.23,new_partner,train,26
partner_855,EMEA,Services,Certified,47,6,stable,1,3.8,39.2,17,0,0,0.0067,0,10832.07,0.78,23.79,0.2264,0.828,1,0.0588,-0.35,11.18,0.0,mature,train,26
partner_856,NA,Services,Strategic,47,8,declining,2,2.3,66.3,18,4,0,0.0008,0,97079.12,0.03,7.2,0.0999,-0.5166,0,0.7,-1.1,0.0,0.0,mature,train,26
partner_857,LATAM,Retail,Certified,37,9,stable,0,4.5,62.4,28,4,0,0.0104,0,34592.84,-30.29,-2.58,0.193,0.5195,1,0.7857,-32.73,4.39,0.0,mature,train,26
partner_858,APAC,Retail,Registered,50,8,declining,0,1.7,52.1,38,5,0,0.05,0,4725.0,-4.66,-27.05,0.2405,-0.0866,0,0.1935,-7.1,0.0,0.0,mature,train,26
partner_859,NA,Retail,Certified,21,10,stable,0,0.5,98.0,31,4,0,0.0001,0,54692.78,6.3,9.73,0.0835,0.1999,0,1.0,3.86,0.0,0.0,mature,train,26
partner_860,NA,Retail,Registered,44,8,improving,2,5.6,51.6,14,4,0,0.0023,0,13225.29,49.27,10.04,0.2928,0.8823,1,0.8936,46.83,1.43,0.0,mature,train,26
partner_861,LATAM,Manufacturing,Registered,39,6,improving,2,1.3,37.5,0,2,0,0.0103,0,7337.34,16.37,36.79,0.1768,-0.4536,0,0.4348,14.19,0.0,0.0,mature,train,26
partner_862,LATAM,Services,Certified,29,10,stable,2,3.9,65.9,12,3,0,0.0012,0,8438.77,-11.79,-39.46,0.3217,-0.3293,0,0.0476,-12.92,0.0,0.0,mature,train,26
partner_863,LATAM,Services,Registered,7,8,improving,0,3.5,100.0,14,6,0,0.0017,0,6720.58,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-28.49,new_partner,train,26
partner_864,NA,Tech,Registered,29,8,declining,0,0.9,83.5,30,5,0,0.0007,0,23291.84,-7.85,-10.04,0.1249,0.4057,0,0.9744,-10.83,0.0,0.0,mature,train,26
partner_865,EMEA,Manufacturing,Registered,49,8,stable,0,3.2,44.4,68,2,0,0.0093,0,5546.24,18.2,8.31,0.0955,0.0797,0,0.2692,16.02,0.0,0.0,mature,train,26
partner_866,APAC,Services,Registered,54,9,stable,0,1.6,83.4,47,3,0,0.0024,0,10056.58,13.29,59.62,0.3077,-0.375,0,0.7419,12.16,0.0,0.0,mature,train,26
