partner_id,region,vertical,partner_tier,months_as_partner,nps_score,nps_trend,support_tickets_last_quarter,avg_resolution_time_days,engagement_score,days_since_last_contact,num_active_deals,has_competitor_relationship,churn_probability,churned_next_quarter,avg_monthly_gtv,gtv_trend_3m,gtv_volatility,seasonal_autocorr_lag12,has_seasonality,gtv_vs_peers,gtv_vs_market_growth
partner_173,EMEA,Retail,Silver,56,7,stable,2,2.8,25.6,63,2,1,0.1716,0,23306.89,-13.14,0.3242,-0.0115,0,0.303,-15.41
partner_174,APAC,Services,Bronze,14,3,stable,5,5.1,35.6,42,0,1,0.1957,1,5594.75,-6.61,0.1691,0.1763,0,0.1935,-8.92
partner_175,EMEA,Tech,Bronze,29,5,improving,6,2.0,39.0,18,1,0,0.0428,0,7304.41,2.28,0.1121,-0.0955,0,0.3438,-1.29
partner_176,EMEA,Services,Silver,29,6,improving,4,1.2,60.9,56,3,0,0.0381,0,38362.73,3.39,0.208,0.79,1,0.7647,1.08
partner_177,NA,Tech,Bronze,46,6,stable,3,2.8,35.6,40,2,0,0.0278,0,9450.54,12.99,0.1886,0.2294,0,0.6154,9.42
partner_178,APAC,Tech,Silver,34,7,improving,2,0.8,44.2,52,2,0,0.0108,0,63323.18,-8.71,0.1024,-0.0029,0,1.0,-12.28
partner_179,APAC,Retail,Bronze,49,4,declining,1,2.9,23.8,53,0,0,0.8884,1,2760.95,-2.6,0.1757,0.3507,0,0.0645,-4.87
partner_180,LATAM,Retail,Gold,56,5,stable,3,1.9,57.5,64,1,1,0.0631,0,129041.71,23.07,0.3342,-0.306,0,0.8889,20.8
partner_181,APAC,Services,Silver,25,8,improving,1,4.3,44.5,0,5,0,0.0009,0,24403.64,19.41,0.1061,0.1028,0,0.7059,17.1
partner_182,APAC,Retail,Gold,53,6,improving,3,2.3,55.4,61,1,0,0.0078,0,130227.2,4.35,0.2165,-0.0805,0,0.8571,2.08
partner_183,NA,Retail,Silver,12,5,stable,4,4.5,44.6,13,1,0,0.0529,0,24662.83,-4.3,0.094,-0.161,0,0.3929,-6.57
partner_184,NA,Retail,Bronze,56,7,stable,6,4.7,61.0,51,2,0,0.0581,0,6899.23,7.93,0.1247,0.1243,0,0.2766,5.66
partner_185,LATAM,Retail,Silver,13,9,improving,3,3.8,63.5,24,3,0,0.0028,0,33180.55,22.46,0.2848,0.1743,0,0.7143,20.19
partner_186,LATAM,Services,Bronze,52,8,improving,0,2.6,69.4,41,1,1,0.0071,0,10336.64,-9.81,0.2325,-0.2859,0,0.619,-12.12
partner_187,NA,Tech,Silver,25,6,declining,7,3.4,43.5,49,2,0,0.0778,0,17249.61,-6.92,0.1822,-0.2142,0,0.1667,-10.49
partner_188,EMEA,Services,Silver,58,6,stable,3,3.9,46.6,7,3,0,0.0151,0,31908.22,56.72,0.2598,0.8766,1,0.5882,54.41
partner_189,LATAM,Retail,Bronze,10,3,stable,9,8.3,31.4,91,0,1,0.9871,1,8525.18,19.99,0.2202,0.877,1,0.6,17.72
partner_190,EMEA,Manufacturing,Gold,29,1,stable,4,5.7,56.4,71,1,1,0.6314,1,27830.88,-1.01,0.2194,0.194,0,0.0769,-1.6
partner_191,APAC,Tech,Bronze,55,10,improving,1,3.3,51.1,36,7,0,0.0022,0,16314.16,9.42,0.2693,0.0635,0,0.8846,5.85
partner_192,EMEA,Tech,Silver,5,8,improving,5,5.8,79.7,6,4,0,0.0058,0,16852.68,6.43,0.1111,0.0783,0,0.2258,2.86
partner_193,EMEA,Services,Silver,18,6,stable,6,4.8,39.0,58,0,0,0.6479,1,61106.99,10.45,0.2916,0.4753,0,0.9412,8.14
partner_194,APAC,Services,Bronze,7,5,declining,3,6.5,32.9,32,0,1,0.8487,1,6435.55,-4.82,0.1941,0.1866,0,0.2903,-7.13
partner_195,EMEA,Services,Silver,21,6,declining,5,5.3,16.6,58,1,1,0.6586,1,13242.24,-1.37,0.107,-0.0537,0,0.1176,-3.68
partner_196,EMEA,Retail,Silver,25,8,stable,0,3.4,40.6,9,3,0,0.0021,0,24778.79,-6.34,0.1223,-0.0544,0,0.4242,-8.61
partner_197,NA,Retail,Bronze,38,9,improving,2,1.4,70.2,130,5,1,0.1418,0,6277.12,4.9,0.1996,0.7015,1,0.234,2.63
partner_198,APAC,Manufacturing,Silver,17,6,improving,4,1.7,37.5,50,0,0,0.0378,0,36520.05,17.41,0.2701,0.4723,0,0.6154,16.82
partner_199,EMEA,Retail,Bronze,12,8,improving,0,0.9,97.4,39,6,0,0.0003,0,13886.42,5.19,0.1227,0.0379,0,0.814,2.92
partner_200,NA,Manufacturing,Silver,12,10,stable,0,2.6,72.8,1,9,0,0.0002,0,16462.64,-8.74,0.2357,-0.0619,0,0.0769,-9.33
partner_201,LATAM,Manufacturing,Bronze,57,2,declining,7,5.9,45.7,65,0,1,0.714,1,5803.82,-10.38,0.1902,0.773,1,0.2174,-10.97
partner_202,APAC,Manufacturing,Gold,58,4,improving,7,6.8,27.6,76,0,1,0.6434,1,185646.07,11.37,0.2591,-0.6892,0,1.0,10.78
partner_203,NA,Services,Gold,15,9,stable,0,0.9,84.9,0,5,0,0.0,0,51731.29,16.39,0.1019,-0.1124,0,0.4,14.08
partner_204,EMEA,Manufacturing,Bronze,14,5,declining,6,4.8,34.6,33,0,0,0.1403,0,9646.7,0.66,0.0753,-0.0172,0,0.6154,0.07
partner_205,EMEA,Retail,Bronze,6,5,stable,6,5.4,45.1,75,0,1,0.4484,1,8286.67,9.24,0.2059,-0.0994,0,0.4884,6.97
partner_206,EMEA,Retail,Silver,58,10,improving,0,0.9,100.0,0,4,0,0.0,0,36752.23,-0.52,0.3028,-0.2052,0,0.697,-2.79
partner_207,EMEA,Manufacturing,Silver,43,5,declining,4,3.9,37.7,37,1,1,0.3735,1,13588.8,-16.6,0.2565,-0.0887,0,0.1905,-17.19
partner_208,LATAM,Tech,Bronze,47,5,declining,5,2.7,43.2,48,0,1,0.6688,1,7091.01,17.8,0.1055,-0.1615,0,0.3871,14.23
partner_209,EMEA,Retail,Bronze,19,3,declining,7,4.8,32.0,38,0,1,0.601,1,11911.06,2.91,0.0869,-0.158,0,0.7674,0.64
partner_210,NA,Tech,Bronze,40,10,stable,3,2.6,45.9,0,4,0,0.0007,0,12511.0,-1.61,0.0846,-0.542,0,0.7179,-5.18
partner_211,LATAM,Services,Gold,6,10,declining,0,3.3,88.6,0,6,0,0.0007,0,83569.04,-1.47,0.1881,0.6959,1,0.8571,-3.78
partner_212,NA,Services,Bronze,42,6,stable,6,5.3,50.7,40,4,1,0.2673,1,8174.97,-0.17,0.095,-0.3614,0,0.5,-2.48
partner_213,EMEA,Manufacturing,Gold,36,8,stable,4,3.2,23.7,45,1,0,0.1068,0,69103.73,-8.71,0.2029,0.7056,1,0.6923,-9.3
partner_214,APAC,Tech,Bronze,22,8,stable,2,6.7,47.6,91,2,1,0.088,0,6778.29,-2.3,0.0814,-0.1514,0,0.3462,-5.87
partner_215,LATAM,Retail,Gold,44,8,improving,0,2.4,51.1,17,4,0,0.0011,0,74757.07,5.21,0.2037,0.7426,1,0.2222,2.94
partner_216,LATAM,Tech,Bronze,40,5,declining,2,4.7,42.0,8,2,0,0.0292,1,28605.31,-8.31,0.0974,-0.1732,0,1.0,-11.88
partner_217,EMEA,Tech,Bronze,28,5,stable,4,3.5,49.6,41,2,0,0.0268,0,4721.81,-12.94,0.1055,0.4309,0,0.0938,-16.51
partner_218,EMEA,Manufacturing,Gold,13,9,improving,0,0.5,79.8,28,5,0,0.0001,0,56176.66,1.41,0.0862,-0.3332,0,0.6154,0.82
partner_219,APAC,Manufacturing,Gold,4,8,declining,1,1.9,57.3,45,7,0,0.0084,0,91568.97,-8.08,0.1803,0.6059,1,0.3333,-8.67
partner_220,NA,Retail,Bronze,57,2,stable,5,7.4,38.2,83,0,1,0.8516,1,4474.37,-5.37,0.0816,0.3612,0,0.0638,-7.64
partner_221,NA,Retail,Bronze,19,5,declining,6,3.8,42.7,62,1,0,0.2815,0,8437.35,18.77,0.2461,0.919,1,0.5957,16.5
partner_222,NA,Retail,Bronze,20,10,improving,0,0.5,85.7,4,6,0,0.0,0,7250.76,-8.96,0.0979,-0.0182,0,0.3191,-11.23
partner_223,LATAM,Services,Bronze,42,4,stable,10,5.2,30.8,79,0,0,0.8005,1,3286.9,-10.12,0.2212,0.8447,1,0.0476,-12.43
partner_224,APAC,Manufacturing,Bronze,17,6,declining,2,3.6,63.3,26,0,0,0.0155,0,10397.84,-10.2,0.3441,0.2019,0,0.6667,-10.78
partner_225,EMEA,Retail,Gold,24,6,improving,4,5.7,16.4,6,2,0,0.0373,0,196369.59,33.73,0.1997,0.7719,1,1.0,31.46
partner_226,APAC,Services,Bronze,44,10,stable,0,3.9,100.0,45,8,0,0.0001,0,5399.82,-6.44,0.1079,-0.0572,0,0.1613,-8.75
partner_227,EMEA,Tech,Silver,37,10,stable,0,2.1,66.6,18,4,0,0.0005,0,25199.03,31.74,0.1987,0.6091,1,0.4839,28.17
partner_228,NA,Tech,Bronze,41,8,stable,1,3.8,50.6,43,2,0,0.0241,0,13978.81,20.66,0.3144,0.1384,0,0.8205,17.09
partner_229,LATAM,Services,Bronze,3,4,stable,3,5.8,36.8,0,0,0,0.1372,0,12314.56,-13.96,0.0974,0.2258,0,0.7143,-16.27
partner_230,EMEA,Retail,Silver,29,9,improving,0,1.9,68.0,44,5,0,0.0268,0,33619.58,5.64,0.2759,0.6905,1,0.6364,3.37
partner_231,EMEA,Retail,Bronze,30,5,stable,2,2.1,40.2,62,1,1,0.1211,0,14549.76,0.8,0.2402,0.8727,1,0.8372,-1.47
partner_232,NA,Manufacturing,Silver,39,8,improving,0,2.2,77.5,0,0,0,0.0006,0,41814.17,-14.4,0.2155,0.929,1,0.8462,-14.99
partner_233,APAC,Retail,Bronze,11,6,improving,3,4.9,45.9,45,0,1,0.2387,1,4015.79,0.77,0.1024,0.0202,0,0.1613,-1.5
partner_234,NA,Manufacturing,Gold,12,5,declining,9,5.4,7.0,64,0,0,0.4377,1,170111.04,0.67,0.0984,0.0917,0,1.0,0.08
partner_235,APAC,Retail,Silver,47,8,improving,1,0.5,79.9,0,4,0,0.0015,0,49240.16,6.5,0.3112,-0.0546,0,0.6875,4.23
partner_236,APAC,Retail,Gold,42,10,stable,0,1.5,83.8,28,7,0,0.0,0,42783.85,-1.94,0.1995,0.7154,1,0.2857,-4.21
partner_237,NA,Retail,Bronze,50,8,improving,1,2.0,38.9,54,2,0,0.0436,0,8287.5,-16.39,0.1853,0.4815,0,0.5745,-18.66
partner_238,LATAM,Tech,Bronze,18,4,declining,2,5.7,44.7,59,2,0,0.3514,0,14452.28,12.37,0.1031,-0.0331,0,0.8387,8.8
partner_239,EMEA,Retail,Bronze,60,8,stable,0,1.1,85.0,0,3,0,0.0002,0,3451.65,24.54,0.211,0.5547,1,0.0233,22.27
partner_240,EMEA,Retail,Silver,18,4,declining,3,4.2,10.1,40,0,1,0.8862,1,24800.08,-15.09,0.0924,0.3351,0,0.4545,-17.36
partner_241,APAC,Services,Bronze,40,7,stable,1,1.6,76.3,20,0,0,0.0018,0,16524.52,15.19,0.3351,-0.1555,0,0.9032,12.88
partner_242,LATAM,Tech,Bronze,12,8,improving,1,3.8,58.6,21,4,0,0.0016,0,16424.83,9.11,0.3714,-0.4793,0,0.9355,5.54
partner_243,EMEA,Tech,Bronze,56,4,declining,10,6.8,35.2,63,0,1,0.8962,1,17769.44,-10.13,0.152,0.3897,0,0.8438,-13.7
partner_244,NA,Retail,Bronze,22,6,stable,6,4.6,35.6,40,1,1,0.0745,0,17736.81,1.23,0.1006,-0.2469,0,0.9574,-1.04
partner_245,LATAM,Tech,Bronze,49,7,improving,3,5.0,73.6,0,3,0,0.0217,0,16203.74,24.74,0.3652,-0.1993,0,0.9032,21.17
partner_246,APAC,Retail,Bronze,22,7,improving,1,4.2,69.4,38,1,0,0.01,0,12653.93,19.85,0.2489,0.8611,1,0.7742,17.58
partner_247,LATAM,Manufacturing,Bronze,48,8,stable,0,0.5,51.6,46,3,0,0.0045,0,9837.04,4.27,0.314,-0.4901,0,0.4348,3.68
partner_248,NA,Retail,Silver,29,5,improving,3,5.6,25.6,68,0,1,0.8452,0,37138.43,41.72,0.2477,0.67,1,0.8214,39.45
partner_249,NA,Services,Bronze,6,5,declining,2,3.5,59.9,56,1,1,0.1387,0,3062.76,-2.12,0.2716,0.2592,0,0.0227,-4.43
partner_250,NA,Services,Bronze,14,6,stable,1,1.2,50.7,27,3,1,0.008,0,9483.48,4.83,0.2103,-0.1198,0,0.6591,2.52
partner_251,LATAM,Retail,Silver,42,7,declining,4,3.5,63.7,35,0,0,0.0235,0,46845.72,5.77,0.2892,-0.1495,0,0.9643,3.5
partner_252,APAC,Retail,Silver,14,8,declining,4,5.1,51.1,26,1,0,0.034,0,11831.77,-3.38,0.0943,-0.116,0,0.0625,-5.65
partner_253,NA,Retail,Bronze,18,7,stable,1,5.8,31.8,73,3,1,0.259,0,20261.0,-4.27,0.1149,-0.0452,0,1.0,-6.54
partner_254,EMEA,Manufacturing,Silver,34,6,stable,2,1.2,59.3,35,2,0,0.0202,0,45658.84,4.63,0.0859,-0.2086,0,0.9048,4.04
partner_255,EMEA,Retail,Gold,17,10,stable,0,2.2,88.5,0,8,0,0.0002,0,50278.26,5.74,0.0926,-0.151,0,0.1429,3.47
partner_256,LATAM,Services,Silver,10,7,stable,7,6.8,28.8,44,0,1,0.729,1,33111.2,-6.03,0.1681,-0.5377,0,0.7619,-8.34
partner_257,APAC,Services,Gold,39,7,improving,2,5.7,63.9,0,2,0,0.0021,0,54301.01,-1.46,0.169,-0.269,0,0.5455,-3.77
partner_258,EMEA,Services,Silver,42,7,declining,0,0.5,54.1,54,1,0,0.0148,0,34191.94,16.92,0.3144,0.0044,0,0.7353,14.61
partner_259,EMEA,Tech,Bronze,45,4,declining,4,7.7,57.5,57,1,1,0.8849,1,24137.88,-34.92,0.2028,0.6947,1,0.9688,-38.49
partner_260,NA,Services,Bronze,57,8,stable,0,3.6,91.0,9,2,0,0.0008,0,9096.0,13.76,0.191,-0.1041,0,0.6136,11.45
partner_261,EMEA,Retail,Silver,10,8,improving,4,0.5,96.6,15,1,0,0.001,0,67447.67,4.72,0.19,0.7517,1,0.9394,2.45
partner_262,APAC,Tech,Gold,27,5,declining,6,3.3,41.5,64,0,0,0.4087,0,86744.29,-9.14,0.1472,0.3216,0,0.5455,-12.71
partner_263,NA,Tech,Bronze,16,5,stable,3,6.8,41.7,59,0,0,0.4537,1,7799.85,-3.22,0.3128,-0.2027,0,0.3846,-6.79
partner_264,EMEA,Services,Bronze,55,8,stable,4,3.8,50.0,0,2,0,0.0033,0,17231.56,14.12,0.2826,-0.0098,0,0.9286,11.81
partner_265,APAC,Manufacturing,Silver,34,6,improving,1,1.8,96.6,50,1,0,0.0043,0,42388.68,10.77,0.1923,0.0812,0,0.6923,10.18
partner_266,EMEA,Services,Bronze,8,6,stable,4,3.7,40.9,21,3,0,0.0794,0,4213.1,-3.45,0.0893,-0.0409,0,0.0714,-5.76
partner_267,EMEA,Retail,Silver,43,10,stable,0,3.2,99.3,0,4,0,0.0,0,21788.18,-1.12,0.0718,-0.1669,0,0.2424,-3.39
partner_268,EMEA,Services,Silver,5,5,declining,1,3.1,73.4,74,2,0,0.0538,0,24948.3,-16.69,0.2394,-0.6155,0,0.3824,-19.0
partner_269,EMEA,Tech,Silver,18,10,improving,0,0.8,81.2,23,6,0,0.0003,0,16452.68,-5.52,0.1006,0.4722,0,0.1613,-9.09
partner_270,EMEA,Tech,Gold,44,3,stable,2,5.2,64.9,37,2,0,0.062,0,136629.86,0.82,0.0772,-0.3322,0,0.9,-2.75
partner_271,EMEA,Services,Silver,32,8,improving,1,1.5,75.8,1,4,0,0.0002,0,27090.02,-24.25,0.2083,0.7417,1,0.4412,-26.56
partner_272,EMEA,Tech,Silver,47,10,declining,0,0.5,75.9,0,5,0,0.0,0,35927.52,-25.18,0.196,0.6751,1,0.7742,-28.75
partner_273,EMEA,Tech,Silver,36,6,improving,2,3.4,39.5,44,1,0,0.1823,0,34860.71,1.03,0.0899,-0.0005,0,0.7097,-2.54
partner_274,NA,Manufacturing,Silver,51,6,improving,4,2.0,61.8,61,3,0,0.2162,0,40889.41,4.14,0.0908,0.2916,0,0.7692,3.56
partner_275,LATAM,Retail,Gold,35,10,stable,1,0.5,94.6,31,3,0,0.0,0,96274.2,7.78,0.2169,0.8969,1,0.5556,5.51
partner_276,NA,Tech,Bronze,6,4,declining,10,2.8,48.7,72,0,1,0.8929,1,7480.45,-7.21,0.2387,0.2597,0,0.3333,-10.78
partner_277,NA,Retail,Silver,7,4,stable,4,5.1,44.1,72,0,1,0.4066,1,29646.36,20.88,0.23,0.862,1,0.6786,18.61
partner_278,NA,Retail,Bronze,48,4,declining,4,5.4,34.2,45,3,1,0.3904,0,8126.27,19.92,0.1905,-0.2158,0,0.5106,17.65
partner_279,APAC,Services,Gold,5,7,stable,1,1.7,74.2,14,2,0,0.0028,0,53797.77,-2.94,0.0849,0.3579,0,0.4545,-5.25
partner_280,APAC,Manufacturing,Silver,24,7,improving,0,1.9,38.4,0,7,1,0.0032,0,24361.44,49.47,0.2226,0.7113,1,0.3846,48.88
partner_281,EMEA,Tech,Bronze,3,3,stable,4,4.1,36.7,58,0,1,0.7441,1,9611.43,7.77,0.1516,0.2749,0,0.4688,4.2
partner_282,EMEA,Tech,Bronze,20,8,stable,3,1.5,60.3,48,3,0,0.0047,0,10063.53,-1.82,0.079,-0.6259,0,0.5312,-5.39
partner_283,EMEA,Tech,Bronze,37,7,improving,1,4.9,65.3,29,2,0,0.0011,0,9218.55,30.85,0.2205,0.8064,1,0.4375,27.28
partner_284,EMEA,Manufacturing,Silver,13,7,declining,6,2.6,75.7,69,3,0,0.0303,0,26917.92,1.7,0.1968,-0.1952,0,0.619,1.11
partner_285,NA,Services,Bronze,30,3,declining,7,4.7,28.9,61,0,1,0.9464,1,4800.93,-23.6,0.2629,-0.2454,0,0.1364,-25.91
partner_286,NA,Services,Bronze,60,8,declining,1,2.1,53.9,37,3,0,0.0033,0,8956.52,-2.22,0.2348,0.8067,1,0.5909,-4.53
partner_287,EMEA,Tech,Gold,7,6,improving,5,5.8,33.1,47,0,0,0.0669,0,74581.22,15.09,0.2484,0.8073,1,0.7,11.52
partner_288,NA,Tech,Silver,6,6,stable,7,5.0,40.6,91,0,0,0.6303,1,37643.72,19.54,0.3714,-0.2738,0,0.5,15.97
partner_289,NA,Tech,Bronze,18,7,declining,4,6.8,47.5,54,1,0,0.1628,0,9054.35,-15.71,0.1479,-0.0444,0,0.5641,-19.28
partner_290,EMEA,Manufacturing,Bronze,50,7,improving,5,4.1,46.3,39,3,0,0.2263,0,7761.3,1.51,0.1005,0.1566,0,0.4615,0.92
partner_291,APAC,Tech,Gold,26,3,declining,3,6.4,51.2,59,0,1,0.5444,1,116839.0,12.57,0.2336,-0.287,0,0.7273,9.0
partner_292,EMEA,Manufacturing,Silver,40,7,declining,2,2.4,82.2,6,3,0,0.0008,0,23938.04,2.68,0.3296,-0.4951,0,0.5714,2.1
partner_293,APAC,Manufacturing,Silver,4,4,declining,4,2.3,37.8,0,0,0,0.0859,0,42764.39,6.89,0.2325,0.2961,0,0.7692,6.3
partner_294,EMEA,Tech,Bronze,45,7,improving,0,2.8,41.6,20,2,0,0.0016,0,15068.83,29.21,0.2211,0.2745,0,0.7812,25.64
partner_295,APAC,Tech,Bronze,6,7,declining,7,3.6,37.2,52,0,1,0.2107,0,6013.95,7.56,0.0984,-0.0951,0,0.2692,3.99
partner_296,APAC,Tech,Bronze,44,3,stable,6,2.2,12.4,76,1,1,0.9018,1,10196.3,-8.73,0.0932,-0.0302,0,0.6154,-12.3
partner_297,APAC,Retail,Silver,11,0,declining,7,7.1,5.2,67,0,0,0.9858,1,33527.08,4.95,0.2252,0.9023,1,0.375,2.68
partner_298,APAC,Retail,Bronze,52,5,improving,5,4.9,19.1,50,0,1,0.7024,1,7256.38,51.16,0.2481,0.8321,1,0.4516,48.89
partner_299,LATAM,Manufacturing,Bronze,20,5,improving,3,2.7,66.8,0,3,0,0.0039,0,5573.42,-10.54,0.1765,0.144,0,0.1304,-11.12
partner_300,LATAM,Tech,Silver,13,9,stable,0,3.2,77.0,38,3,0,0.0048,0,42529.84,32.62,0.3585,0.2718,0,0.8824,29.05
partner_301,LATAM,Retail,Gold,22,9,improving,0,1.4,100.0,11,2,0,0.0,0,114419.15,13.89,0.2753,-0.3844,0,0.7778,11.62
partner_302,EMEA,Manufacturing,Silver,3,3,stable,7,7.4,18.9,82,0,1,0.9268,1,29918.16,6.58,0.1876,0.39,0,0.7143,6.0
partner_303,NA,Services,Bronze,12,8,improving,4,4.4,71.1,44,0,1,0.0164,0,5085.16,-15.75,0.3458,-0.5343,0,0.1818,-18.06
partner_304,NA,Retail,Bronze,37,7,improving,0,1.7,86.0,39,4,0,0.002,0,10582.01,3.87,0.226,0.0083,0,0.7234,1.6
partner_305,APAC,Services,Bronze,20,7,stable,1,4.4,48.7,26,1,1,0.0162,0,14970.93,11.48,0.221,-0.1927,0,0.871,9.17
partner_306,NA,Services,Bronze,23,7,stable,5,3.6,50.3,41,4,0,0.0218,0,10053.43,11.04,0.3951,-0.2782,0,0.6818,8.73
partner_307,NA,Manufacturing,Silver,49,5,stable,1,4.1,41.1,50,1,0,0.0866,0,20290.46,-3.29,0.1171,-0.4256,0,0.3077,-3.88
partner_308,LATAM,Manufacturing,Bronze,10,10,improving,0,3.4,87.8,24,4,0,0.0001,0,11174.67,-2.5,0.1056,0.2419,0,0.5652,-3.08
partner_309,EMEA,Retail,Silver,25,5,declining,4,2.5,58.7,59,1,0,0.0875,0,17537.87,2.98,0.1822,0.7195,1,0.1515,0.71
partner_310,EMEA,Services,Gold,13,5,stable,7,3.4,31.2,67,0,1,0.375,0,96854.71,-0.47,0.1137,0.1349,0,0.7778,-2.78
partner_311,NA,Tech,Gold,31,8,improving,3,3.0,65.2,47,1,1,0.0094,0,67492.45,-10.33,0.1074,-0.1328,0,0.5556,-13.9
partner_312,NA,Services,Bronze,22,10,stable,4,3.0,75.0,35,2,0,0.0047,0,18265.46,9.56,0.2065,0.1083,0,0.9091,7.25
partner_313,EMEA,Manufacturing,Bronze,5,6,stable,5,5.6,72.2,63,2,0,0.1433,0,5922.82,-8.83,0.0825,0.3452,0,0.3077,-9.42
partner_314,NA,Retail,Bronze,7,4,declining,3,2.6,18.8,25,0,1,0.6008,1,7905.46,6.16,0.141,0.2167,0,0.4468,3.89
partner_315,NA,Retail,Bronze,52,6,declining,8,3.9,47.3,34,2,0,0.0501,0,4919.26,6.08,0.1182,0.2028,0,0.1489,3.81
partner_316,NA,Manufacturing,Bronze,6,6,declining,2,2.8,63.1,74,2,0,0.0589,0,7708.46,-5.72,0.241,-0.0638,0,0.4545,-6.3
partner_317,NA,Manufacturing,Bronze,48,3,declining,1,7.1,23.5,41,1,1,0.743,1,9312.79,3.27,0.1911,0.6487,1,0.697,2.68
partner_318,LATAM,Retail,Silver,56,6,declining,4,5.4,27.1,46,0,1,0.4952,1,15732.89,-9.38,0.2867,-0.1918,0,0.1429,-11.65
partner_319,EMEA,Manufacturing,Bronze,30,8,improving,7,3.6,58.9,63,1,1,0.0765,0,11436.32,0.25,0.0876,0.2615,0,0.7692,-0.34
partner_320,APAC,Services,Gold,21,3,declining,7,6.2,30.4,55,0,1,0.5548,1,65440.06,-15.02,0.1093,0.1851,0,0.7273,-17.33
partner_321,APAC,Tech,Bronze,48,6,stable,5,1.2,57.0,18,3,0,0.0052,0,7424.67,6.56,0.1067,-0.4063,0,0.5,2.99
partner_322,NA,Tech,Bronze,59,6,stable,3,6.5,47.8,64,3,1,0.0509,0,9256.9,1.97,0.0986,-0.1592,0,0.5897,-1.6
partner_323,NA,Retail,Bronze,9,6,stable,4,2.9,77.1,44,1,0,0.0186,0,8919.67,-0.38,0.1094,0.009,0,0.6596,-2.65
partner_324,NA,Services,Bronze,58,9,stable,3,5.4,47.5,36,0,1,0.0051,0,20152.41,-0.85,0.1627,0.3037,0,0.9318,-3.16
partner_325,APAC,Tech,Bronze,57,7,stable,4,3.5,76.2,0,2,0,0.0023,0,10059.45,2.69,0.1132,-0.1509,0,0.5769,-0.88
partner_326,LATAM,Services,Gold,11,6,declining,4,4.5,54.5,45,0,0,0.0051,0,76048.64,-6.11,0.319,-0.3332,0,0.7143,-8.42
partner_327,APAC,Tech,Bronze,6,6,stable,5,5.5,27.5,55,1,0,0.1241,0,18675.27,16.27,0.3069,0.2153,0,0.9231,12.7
partner_328,NA,Manufacturing,Bronze,44,5,declining,6,5.5,69.0,39,3,0,0.2189,0,11379.24,-19.44,0.1823,0.0766,0,0.8485,-20.03
partner_329,LATAM,Retail,Silver,7,9,improving,0,2.3,85.1,0,2,0,0.0003,0,33649.14,13.2,0.1793,0.6976,1,0.75,10.93
partner_330,EMEA,Retail,Bronze,37,6,stable,2,2.6,62.0,25,1,0,0.0932,0,8819.52,-25.93,0.1796,0.7862,1,0.5581,-28.2
partner_331,LATAM,Services,Silver,6,9,stable,2,4.1,64.2,34,2,0,0.0034,0,17877.17,2.01,0.304,-0.3982,0,0.4286,-0.3
partner_332,EMEA,Tech,Bronze,43,7,declining,5,3.4,52.7,36,2,0,0.0918,0,5484.8,-5.65,0.0599,0.1593,0,0.1875,-9.22
partner_333,LATAM,Tech,Silver,16,5,stable,5,4.4,62.6,35,2,0,0.0308,0,18005.0,-17.82,0.3877,-0.4073,0,0.2941,-21.39
partner_334,APAC,Services,Bronze,8,7,improving,4,5.4,21.1,79,1,1,0.5165,1,6327.34,-17.48,0.2202,-0.4575,0,0.2581,-19.79
partner_335,EMEA,Services,Bronze,6,8,improving,3,3.6,75.9,37,2,1,0.0099,0,5342.08,2.25,0.148,-0.0824,0,0.1667,-0.06
partner_336,LATAM,Services,Silver,13,5,stable,5,5.0,38.7,24,0,0,0.0476,0,33416.56,1.6,0.1983,0.2386,0,0.8095,-0.71
partner_337,EMEA,Retail,Gold,34,7,improving,1,1.8,68.3,31,1,1,0.0065,0,82806.31,-2.17,0.2312,0.721,1,0.7143,-4.44
partner_338,LATAM,Manufacturing,Bronze,7,7,improving,0,3.3,52.2,29,2,0,0.0058,0,19282.62,24.89,0.2989,-0.2697,0,0.9565,24.3
partner_339,EMEA,Services,Silver,49,5,stable,1,0.8,54.7,60,4,0,0.0088,0,32165.05,3.6,0.0844,-0.2549,0,0.6471,1.29
partner_340,APAC,Tech,Bronze,38,4,improving,5,2.9,42.7,45,3,0,0.5712,0,3990.49,8.68,0.2034,-0.0052,0,0.0385,5.11
partner_341,EMEA,Retail,Bronze,20,4,declining,4,6.1,12.5,61,1,1,0.8623,1,18945.65,34.66,0.2504,0.8527,1,0.9767,32.39
partner_342,APAC,Services,Bronze,60,5,declining,5,5.6,48.7,88,0,1,0.7474,0,10297.98,33.94,0.1123,0.0373,0,0.5806,31.63
partner_343,APAC,Tech,Silver,41,8,declining,4,3.2,83.2,14,5,0,0.0095,0,25432.36,-11.56,0.0988,-0.1339,0,0.25,-15.13
partner_344,NA,Manufacturing,Bronze,41,4,declining,5,4.7,19.6,70,1,1,0.933,1,12821.94,-9.55,0.0812,0.2235,0,0.8788,-10.14
partner_345,LATAM,Services,Silver,13,7,improving,0,2.7,82.7,20,4,0,0.0001,0,17709.06,29.32,0.2181,0.643,1,0.381,27.01
partner_346,LATAM,Manufacturing,Bronze,44,4,stable,12,6.3,21.4,57,0,1,0.8749,1,3399.18,-15.5,0.3319,0.2523,0,0.0435,-16.08
