partner_id,region,vertical,partner_tier,scoring_path,months_as_partner,avg_monthly_gtv,gtv_trend_3m,gtv_trend_yoy_3m,gtv_seasonal_deviation_pct,gtv_ramp_vs_cohort,nps_score,nps_trend,engagement_score,days_since_last_contact,has_competitor_relationship,predicted_churn_probability,expected_cost_of_inaction,primary_risk_drivers,risk_flag
partner_10,NA,Tech,Certified,new_partner,7,30876.44,1.28,1.75,0.0,-7.77,5,improving,43.1,63,1,0.332,61501.0,"weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_623,APAC,Services,Registered,mature,49,13698.03,-8.38,30.37,35.93,0.0,3,improving,45.3,72,1,0.7483,61499.0,"weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_393,NA,Retail,Registered,mature,17,10795.55,-0.31,1.27,0.0,0.0,1,stable,25.3,83,0,0.9424,61044.0,"weak/declining NPS, long contact gap",🟡 Medium Risk
partner_962,NA,Tech,Strategic,mature,28,32486.44,-24.94,-47.41,0.0,0.0,4,declining,52.5,64,1,0.3122,60856.0,"declining GTV, declining year-over-year, weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_580,NA,Services,Strategic,mature,28,60150.71,-4.68,-27.69,0.0,0.0,5,stable,53.2,60,1,0.168,60644.0,"declining year-over-year, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_40,LATAM,Retail,Certified,mature,16,22250.8,-2.11,-19.34,0.0,0.0,6,declining,35.8,42,1,0.4514,60266.0,"declining year-over-year, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_543,APAC,Tech,Registered,mature,21,22225.89,12.94,36.78,0.0,0.0,5,improving,33.3,59,1,0.4499,59990.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_658,EMEA,Services,Certified,mature,32,48846.47,20.26,76.33,0.0,0.0,3,stable,43.0,18,0,0.2036,59660.0,weak/declining NPS,🟡 Medium Risk
partner_99,EMEA,Services,Registered,mature,48,22590.93,5.46,2.15,-1.75,0.0,6,declining,52.9,69,1,0.4341,58840.0,"weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_750,APAC,Tech,Registered,mature,32,13072.21,-6.53,-5.46,0.0,0.0,5,declining,36.8,57,1,0.7491,58757.0,"declining GTV, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_596,EMEA,Manufacturing,Strategic,mature,31,65791.55,14.97,-8.45,0.0,0.0,4,improving,30.1,1,1,0.1476,58277.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_796,NA,Retail,Certified,mature,9,52316.32,3.78,17.85,0.0,0.0,7,improving,35.1,45,1,0.1841,57787.0,competitor relationship,🟡 Medium Risk
partner_262,APAC,Tech,Strategic,mature,27,63057.51,-6.13,-21.38,0.0,0.0,6,declining,57.2,46,1,0.1523,57623.0,"declining GTV, declining year-over-year, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_825,APAC,Manufacturing,Strategic,mature,34,74212.7,4.24,27.92,0.0,0.0,6,stable,55.9,41,1,0.1286,57271.0,competitor relationship,🟡 Medium Risk
partner_768,EMEA,Retail,Certified,mature,35,50715.42,23.46,12.12,11.88,0.0,4,stable,46.3,63,0,0.1815,55236.0,"weak/declining NPS, long contact gap",🟡 Medium Risk
partner_466,LATAM,Manufacturing,Certified,mature,33,23726.3,12.13,51.06,0.0,0.0,6,stable,44.5,99,1,0.384,54664.0,"long contact gap, competitor relationship",🟡 Medium Risk
partner_116,APAC,Retail,Strategic,mature,11,157869.97,3.33,0.49,2.54,0.0,9,declining,39.5,27,1,0.0575,54484.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_333,LATAM,Tech,Certified,mature,16,16638.59,-10.52,-28.29,0.0,0.0,4,stable,25.2,34,1,0.5425,54162.0,"declining GTV, declining year-over-year, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_569,NA,Tech,Certified,mature,12,29547.46,34.59,13.91,11.66,0.0,5,stable,28.9,53,0,0.3039,53880.0,weak/declining NPS,🟡 Medium Risk
partner_183,NA,Retail,Certified,mature,12,44582.2,-4.33,-2.54,0.0,0.0,6,improving,75.8,93,1,0.199,53236.0,"long contact gap, competitor relationship",🟡 Medium Risk
partner_790,LATAM,Retail,Registered,mature,45,14126.24,21.48,21.46,16.3,0.0,6,declining,41.2,48,1,0.6272,53160.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_487,NA,Services,Certified,mature,48,58723.44,33.85,55.36,0.0,0.0,7,declining,67.7,68,1,0.1505,53011.0,"weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_995,APAC,Tech,Certified,mature,46,33662.24,-7.58,16.74,0.0,0.0,7,stable,34.0,73,1,0.2582,52140.0,"declining GTV, long contact gap, competitor relationship",🟡 Medium Risk
partner_650,EMEA,Services,Certified,mature,38,9837.68,-16.17,-29.42,0.0,0.0,4,declining,23.4,67,1,0.8671,51179.0,"declining GTV, declining year-over-year, weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_493,LATAM,Manufacturing,Registered,mature,20,17411.66,34.56,88.33,0.0,0.0,5,improving,3.4,87,0,0.4863,50808.0,"weak/declining NPS, long contact gap",🟡 Medium Risk
partner_462,EMEA,Tech,Certified,mature,28,64799.54,21.67,65.43,0.0,0.0,6,declining,51.4,55,0,0.1307,50805.0,weak/declining NPS,🟡 Medium Risk
partner_590,EMEA,Retail,Registered,mature,31,8794.15,17.28,45.7,0.0,0.0,3,declining,2.3,76,1,0.9613,50721.0,"weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_734,NA,Retail,Registered,mature,43,19591.8,-20.2,-2.95,-8.94,0.0,4,declining,33.8,39,1,0.4308,50641.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_467,LATAM,Tech,Certified,mature,24,11828.17,-0.4,-37.66,0.0,0.0,4,stable,19.3,73,1,0.7121,50540.0,"declining year-over-year, weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_553,EMEA,Tech,Certified,mature,13,11973.95,-10.5,-41.18,0.0,0.0,5,declining,11.0,78,0,0.6879,49423.0,"declining GTV, declining year-over-year, weak/declining NPS, long contact gap",🟡 Medium Risk
partner_510,EMEA,Manufacturing,Certified,new_partner,5,25185.89,1.28,1.75,0.0,-44.98,5,declining,58.7,46,1,0.3267,49373.0,"ramping behind cohort norm for a new partner, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_234,NA,Manufacturing,Strategic,mature,12,112815.45,-5.62,1.71,0.0,0.0,8,declining,39.5,27,0,0.0727,49237.0,"declining GTV, weak/declining NPS",🟡 Medium Risk
partner_282,EMEA,Tech,Registered,mature,20,9863.57,-9.56,-7.64,0.0,0.0,4,declining,28.0,62,1,0.832,49236.0,"declining GTV, weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_332,EMEA,Tech,Registered,mature,43,9050.31,8.76,8.83,0.0,0.0,3,declining,3.0,32,1,0.8996,48849.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_987,NA,Retail,Registered,mature,33,8373.76,-22.89,-10.18,-4.9,0.0,1,declining,38.7,83,1,0.9522,47841.0,"declining year-over-year, weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_404,EMEA,Tech,Strategic,mature,56,32866.12,-9.99,-28.56,0.0,0.0,4,stable,21.7,37,1,0.2421,47737.0,"declining GTV, declining year-over-year, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_717,NA,Tech,Certified,mature,35,31998.85,-7.64,-7.23,0.0,0.0,4,stable,56.0,31,1,0.2457,47169.0,"declining GTV, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_935,LATAM,Manufacturing,Certified,mature,25,21091.3,-9.34,-5.34,0.0,0.0,7,stable,47.9,83,1,0.371,46946.0,"declining GTV, long contact gap, competitor relationship",🟡 Medium Risk
partner_34,NA,Services,Registered,mature,57,10132.77,-7.12,22.38,0.0,0.0,4,declining,16.7,56,1,0.7716,46913.0,"declining GTV, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_827,NA,Tech,Registered,mature,34,16261.46,6.74,25.76,0.0,0.0,6,declining,40.0,66,1,0.4798,46814.0,"weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_41,NA,Retail,Registered,mature,26,14227.62,16.41,7.6,13.16,0.0,6,declining,42.7,66,1,0.5353,45695.0,"weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_362,EMEA,Tech,Registered,mature,57,24547.28,-6.04,54.8,0.0,0.0,4,declining,49.7,43,0,0.3092,45538.0,"declining GTV, weak/declining NPS",🟡 Medium Risk
partner_547,NA,Retail,Strategic,mature,43,29268.88,3.53,-26.41,0.0,0.0,6,declining,30.6,60,1,0.2584,45382.0,"declining year-over-year, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_155,EMEA,Tech,Certified,new_partner,3,8889.17,1.28,1.75,0.0,-79.57,4,stable,12.4,73,1,0.8486,45258.0,"ramping behind cohort norm for a new partner, weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_685,LATAM,Retail,Registered,mature,24,11548.53,30.43,-3.79,0.0,0.0,5,declining,13.6,48,1,0.6519,45172.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_806,EMEA,Manufacturing,Registered,mature,33,21752.28,16.85,64.71,0.0,0.0,3,stable,47.6,29,1,0.3445,44966.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_540,APAC,Tech,Certified,mature,11,24353.3,13.66,9.21,0.0,0.0,4,stable,49.9,50,0,0.3059,44701.0,weak/declining NPS,🟡 Medium Risk
partner_471,NA,Services,Registered,new_partner,3,8977.9,1.28,1.75,0.0,-4.57,4,declining,52.4,74,1,0.828,44604.0,"weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_17,NA,Manufacturing,Registered,mature,22,9984.49,-3.21,-5.73,0.0,0.0,2,stable,29.5,48,1,0.7397,44314.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_926,EMEA,Retail,Certified,new_partner,3,13741.98,1.28,1.75,0.0,-77.91,5,stable,41.5,94,0,0.5345,44069.0,"ramping behind cohort norm for a new partner, weak/declining NPS, long contact gap",🟡 Medium Risk
partner_319,EMEA,Manufacturing,Registered,mature,30,8556.25,-14.64,-6.1,0.0,0.0,4,stable,0.0,74,1,0.8487,43570.0,"declining GTV, weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_818,NA,Tech,Certified,mature,32,48780.81,0.91,26.69,0.0,0.0,7,stable,43.1,54,0,0.1479,43275.0,engagement decline,🟡 Medium Risk
partner_102,LATAM,Tech,Registered,mature,54,14659.48,19.71,72.61,0.0,0.0,5,stable,44.2,73,1,0.4877,42900.0,"weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_981,APAC,Services,Certified,mature,20,31495.56,-4.92,-15.96,0.0,0.0,6,stable,41.7,60,1,0.2257,42648.0,"declining year-over-year, competitor relationship",🟡 Medium Risk
partner_348,EMEA,Tech,Certified,mature,60,17387.03,7.16,7.79,0.0,0.0,5,improving,24.8,56,1,0.4035,42098.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_811,EMEA,Retail,Registered,mature,50,12909.23,-13.49,3.98,0.0,0.0,5,declining,50.9,50,1,0.5426,42030.0,"declining GTV, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_815,EMEA,Services,Registered,mature,24,11701.24,19.44,47.69,0.0,0.0,4,declining,49.3,66,1,0.5949,41768.0,"weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_599,APAC,Services,Strategic,mature,10,62264.96,-0.47,4.9,0.0,0.0,6,improving,63.0,82,0,0.1115,41643.0,long contact gap,🟡 Medium Risk
partner_785,APAC,Retail,Registered,mature,16,12730.21,43.98,7.59,3.68,0.0,4,improving,25.4,73,1,0.5421,41406.0,"weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_331,LATAM,Services,Certified,new_partner,6,18872.22,1.28,1.75,0.0,-49.28,5,declining,55.7,56,1,0.362,40989.0,"ramping behind cohort norm for a new partner, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_29,EMEA,Manufacturing,Certified,mature,33,22011.83,2.01,1.16,0.0,0.0,6,improving,27.2,44,1,0.3095,40877.0,competitor relationship,🟡 Medium Risk
partner_345,LATAM,Services,Certified,mature,13,65254.4,7.05,3.96,7.07,0.0,5,declining,69.8,29,0,0.1038,40630.0,weak/declining NPS,🟡 Medium Risk
partner_379,NA,Manufacturing,Registered,mature,36,8016.57,6.52,34.25,0.0,0.0,2,stable,13.6,58,0,0.8406,40431.0,weak/declining NPS,🟡 Medium Risk
partner_433,LATAM,Retail,Certified,mature,17,20918.79,-3.91,8.72,0.0,0.0,5,stable,56.9,61,1,0.3178,39891.0,"weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_427,EMEA,Retail,Registered,mature,59,11735.08,-15.86,-0.03,0.0,0.0,4,declining,31.2,59,1,0.5664,39878.0,"declining GTV, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_198,APAC,Manufacturing,Certified,mature,17,37624.61,0.51,43.03,0.0,0.0,6,improving,41.4,56,1,0.1763,39790.0,competitor relationship,🟡 Medium Risk
partner_542,NA,Retail,Registered,mature,58,16507.39,10.54,7.61,-4.94,0.0,5,improving,52.5,89,1,0.4006,39678.0,"weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_213,EMEA,Manufacturing,Strategic,mature,36,50057.96,23.4,-1.16,-2.38,0.0,6,improving,53.3,51,1,0.1317,39543.0,competitor relationship,🟡 Medium Risk
partner_476,NA,Tech,Registered,mature,19,9920.67,14.74,28.02,0.0,0.0,5,declining,16.9,54,1,0.6588,39216.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_668,APAC,Retail,Registered,mature,17,11350.96,-0.55,-1.95,0.0,0.0,4,stable,18.7,52,1,0.572,38959.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_280,APAC,Manufacturing,Certified,mature,24,27544.72,-28.18,4.19,-6.74,0.0,5,stable,35.9,70,0,0.2352,38872.0,"weak/declining NPS, long contact gap",🟡 Medium Risk
partner_805,EMEA,Manufacturing,Registered,mature,28,18182.04,-2.65,55.31,0.0,0.0,4,declining,53.3,25,1,0.3548,38708.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_583,EMEA,Tech,Registered,mature,38,10289.01,5.89,10.78,0.0,0.0,2,stable,52.6,63,1,0.6179,38146.0,"weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_371,LATAM,Retail,Registered,mature,60,6931.62,-5.5,-21.31,0.0,0.0,4,declining,32.6,104,1,0.9171,38144.0,"declining GTV, declining year-over-year, weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_89,EMEA,Tech,Certified,mature,25,38847.54,-10.08,-6.79,0.0,0.0,5,improving,52.2,57,0,0.1624,37863.0,"declining GTV, weak/declining NPS",🟡 Medium Risk
partner_27,NA,Services,Certified,mature,29,46312.34,10.92,67.39,0.0,0.0,7,stable,28.9,51,1,0.1356,37667.0,competitor relationship,🟡 Medium Risk
partner_506,LATAM,Tech,Registered,mature,18,43258.0,14.48,64.38,0.0,0.0,6,stable,49.1,71,0,0.145,37643.0,long contact gap,🟡 Medium Risk
partner_122,LATAM,Retail,Registered,mature,37,6908.06,-4.51,-27.42,0.0,0.0,2,stable,30.2,94,1,0.9045,37488.0,"declining year-over-year, weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_253,NA,Retail,Registered,mature,18,14347.71,-2.72,9.21,0.0,0.0,5,stable,11.8,30,1,0.4316,37152.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_793,NA,Retail,Certified,mature,52,15802.99,5.28,10.45,0.0,0.0,5,stable,20.1,72,0,0.391,37072.0,"weak/declining NPS, long contact gap",🟡 Medium Risk
partner_619,EMEA,Services,Certified,mature,21,11395.18,-8.15,-20.31,0.0,0.0,4,stable,31.6,45,1,0.5413,37006.0,"declining GTV, declining year-over-year, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_968,EMEA,Services,Registered,mature,35,9087.23,2.1,-3.39,-4.93,0.0,4,declining,18.2,58,0,0.6766,36892.0,weak/declining NPS,🟡 Medium Risk
partner_746,NA,Manufacturing,Certified,mature,52,28168.01,20.83,31.42,0.0,0.0,4,improving,37.4,62,0,0.2178,36818.0,"weak/declining NPS, long contact gap",🟡 Medium Risk
partner_743,APAC,Retail,Registered,mature,33,8771.31,-9.02,-8.18,0.0,0.0,4,improving,25.5,71,1,0.6836,35978.0,"declining GTV, weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_13,LATAM,Tech,Registered,mature,41,8722.53,-7.52,22.1,27.12,0.0,5,declining,39.9,49,1,0.6863,35918.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_261,EMEA,Retail,Certified,mature,10,37400.72,7.64,6.75,-0.43,0.0,8,declining,45.0,49,1,0.1598,35870.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_520,APAC,Retail,Registered,new_partner,5,7215.98,1.28,1.75,0.0,-42.19,3,declining,26.5,59,1,0.8176,35398.0,"ramping behind cohort norm for a new partner, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_281,EMEA,Tech,Registered,new_partner,3,7614.04,1.28,1.75,0.0,-68.93,3,stable,22.8,66,0,0.7635,34879.0,"ramping behind cohort norm for a new partner, weak/declining NPS, long contact gap",🟡 Medium Risk
partner_242,LATAM,Tech,Registered,mature,12,11189.18,-7.6,18.02,0.0,0.0,6,stable,6.7,56,1,0.5177,34753.0,"declining GTV, competitor relationship",🟡 Medium Risk
partner_561,EMEA,Services,Certified,mature,39,29401.93,16.57,11.51,6.32,0.0,7,declining,38.9,33,1,0.192,33863.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_702,NA,Services,Certified,new_partner,4,15383.22,1.28,1.75,0.0,-50.95,4,improving,63.2,76,1,0.3617,33387.0,"ramping behind cohort norm for a new partner, weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_293,APAC,Manufacturing,Certified,new_partner,4,41421.51,1.28,1.75,0.0,62.14,6,improving,39.0,30,1,0.1334,33151.0,competitor relationship,🟡 Medium Risk
partner_475,EMEA,Tech,Registered,mature,17,16669.07,-0.85,56.65,0.0,0.0,5,stable,31.3,46,0,0.3264,32643.0,weak/declining NPS,🟡 Medium Risk
partner_111,NA,Retail,Certified,mature,53,26312.85,39.64,4.44,4.45,0.0,6,stable,35.9,66,0,0.2057,32468.0,long contact gap,🟡 Medium Risk
partner_312,NA,Services,Registered,mature,22,13430.01,-2.18,48.9,0.0,0.0,5,stable,36.4,58,1,0.4014,32343.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_886,NA,Tech,Registered,new_partner,5,5999.39,1.28,1.75,0.0,-48.2,3,declining,13.7,46,1,0.8919,32106.0,"ramping behind cohort norm for a new partner, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_385,NA,Services,Registered,mature,17,10997.6,-4.02,16.29,11.37,0.0,6,declining,40.0,43,1,0.4862,32084.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_271,EMEA,Services,Certified,mature,32,26247.58,-15.22,9.58,8.0,0.0,5,declining,51.9,57,0,0.2028,31934.0,weak/declining NPS,🟡 Medium Risk
partner_978,NA,Services,Certified,mature,15,60319.37,15.06,65.17,0.0,0.0,5,stable,51.9,32,0,0.0874,31624.0,weak/declining NPS,🟡 Medium Risk
partner_18,EMEA,Services,Registered,new_partner,7,8501.69,1.28,1.75,0.0,-15.95,4,improving,34.0,78,1,0.614,31321.0,"weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_676,NA,Services,Certified,mature,54,29090.28,-1.33,-1.69,0.0,0.0,6,declining,49.3,37,1,0.1761,30738.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_22,NA,Manufacturing,Registered,mature,19,6811.04,-24.54,-11.82,-16.59,0.0,4,declining,45.0,65,1,0.7481,30573.0,"underperforming their own normal season, declining year-over-year, weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_661,EMEA,Retail,Certified,new_partner,6,27412.93,1.28,1.75,0.0,-15.74,7,declining,55.4,47,1,0.1852,30459.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_346,LATAM,Manufacturing,Registered,mature,44,7540.17,-2.36,-41.3,0.0,0.0,4,stable,20.5,67,1,0.6721,30404.0,"declining year-over-year, weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_496,NA,Manufacturing,Certified,mature,49,91898.28,23.13,74.45,0.0,0.0,5,declining,78.3,49,0,0.0549,30291.0,weak/declining NPS,🟡 Medium Risk
partner_695,APAC,Manufacturing,Strategic,mature,10,54719.42,18.93,21.23,0.0,0.0,5,improving,53.7,17,1,0.0915,30047.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_212,NA,Services,Registered,mature,42,10373.62,1.44,17.83,0.0,0.0,4,stable,29.0,60,1,0.4799,29868.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_7,LATAM,Services,Registered,mature,19,5268.93,-15.62,-39.78,0.0,0.0,4,declining,12.8,86,1,0.9417,29771.0,"declining GTV, declining year-over-year, weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_79,NA,Manufacturing,Registered,mature,36,5957.11,-8.04,-13.13,0.0,0.0,2,stable,51.6,88,1,0.8147,29120.0,"declining GTV, declining year-over-year, weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_654,EMEA,Retail,Certified,mature,26,27420.62,-3.25,4.37,0.0,0.0,7,stable,34.7,49,1,0.1769,29111.0,competitor relationship,🟡 Medium Risk
partner_904,NA,Retail,Strategic,mature,35,38661.17,-14.87,-26.5,0.0,0.0,4,improving,67.3,46,1,0.1244,28868.0,"declining GTV, declining year-over-year, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_945,NA,Services,Registered,mature,49,14015.48,11.76,50.14,0.0,0.0,4,declining,21.5,48,0,0.3423,28786.0,weak/declining NPS,🟡 Medium Risk
partner_850,APAC,Services,Registered,mature,11,4952.8,-3.29,7.61,0.0,0.0,4,declining,15.8,80,1,0.9672,28742.0,"weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_642,APAC,Retail,Certified,new_partner,3,18460.92,1.28,1.75,0.0,-58.81,5,stable,46.7,52,0,0.2591,28702.0,"ramping behind cohort norm for a new partner, weak/declining NPS",🟡 Medium Risk
partner_237,NA,Retail,Registered,mature,50,4955.91,-13.27,-41.05,0.0,0.0,3,declining,9.9,66,1,0.9629,28631.0,"declining GTV, declining year-over-year, weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_847,NA,Tech,Registered,mature,9,18210.01,-4.37,-10.82,0.0,0.0,7,declining,44.8,54,1,0.2611,28528.0,"declining year-over-year, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_536,EMEA,Tech,Certified,mature,47,20982.68,-9.84,-24.73,0.0,0.0,4,stable,24.0,43,1,0.2258,28431.0,"declining GTV, declining year-over-year, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_944,NA,Retail,Registered,mature,28,7433.35,14.45,7.86,2.23,0.0,7,improving,39.0,101,1,0.6319,28183.0,"long contact gap, competitor relationship",🟡 Medium Risk
partner_347,APAC,Tech,Strategic,mature,35,67092.94,-2.21,-4.81,0.0,0.0,7,improving,39.9,20,1,0.0698,28098.0,competitor relationship,🟡 Medium Risk
partner_436,EMEA,Services,Strategic,new_partner,3,231331.99,1.28,1.75,0.0,300.0,8,stable,74.9,21,1,0.0202,28097.0,competitor relationship,🟡 Medium Risk
partner_304,NA,Retail,Registered,mature,37,8347.18,-10.07,51.82,0.0,0.0,4,declining,26.9,33,1,0.5598,28035.0,"declining GTV, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_849,EMEA,Tech,Certified,mature,23,6253.98,-8.19,-36.15,0.0,0.0,3,stable,13.4,75,1,0.7432,27888.0,"declining GTV, declining year-over-year, weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_229,LATAM,Services,Registered,new_partner,3,11064.22,1.28,1.75,0.0,23.16,6,declining,31.7,55,1,0.418,27751.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_675,NA,Services,Certified,mature,35,10457.16,-0.36,-10.19,0.0,0.0,6,declining,40.8,49,0,0.4407,27648.0,"declining year-over-year, weak/declining NPS",🟡 Medium Risk
partner_953,EMEA,Services,Registered,mature,49,6921.14,2.72,6.78,0.0,0.0,4,declining,27.1,47,1,0.6651,27621.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_915,APAC,Retail,Registered,mature,14,5260.6,-8.85,-31.68,0.0,0.0,2,stable,33.5,77,1,0.8742,27593.0,"declining GTV, declining year-over-year, weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_254,EMEA,Manufacturing,Certified,mature,34,16369.5,1.21,3.49,0.0,0.0,7,stable,30.0,55,1,0.2802,27517.0,competitor relationship,🟡 Medium Risk
partner_134,NA,Manufacturing,Strategic,mature,26,54615.4,4.54,-30.76,0.0,0.0,6,declining,43.5,21,1,0.0839,27504.0,"declining year-over-year, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_692,APAC,Services,Registered,mature,41,5482.67,-0.1,3.03,0.0,0.0,3,declining,31.7,57,1,0.8326,27389.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_291,APAC,Tech,Strategic,mature,26,121198.03,-1.07,35.49,0.0,0.0,5,improving,32.4,27,0,0.0375,27282.0,weak/declining NPS,🟡 Medium Risk
partner_541,APAC,Services,Certified,mature,57,9134.14,-14.75,-43.05,0.0,0.0,3,declining,62.8,45,1,0.4963,27201.0,"declining GTV, declining year-over-year, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_644,EMEA,Retail,Strategic,mature,28,37356.94,-3.72,-22.13,0.0,0.0,6,declining,68.6,37,1,0.1209,27095.0,"declining year-over-year, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_683,EMEA,Manufacturing,Registered,mature,46,5046.68,-5.37,-6.63,0.0,0.0,4,declining,13.7,58,1,0.8838,26763.0,"declining GTV, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_269,EMEA,Tech,Certified,mature,18,53346.52,-1.02,2.23,0.0,0.0,8,declining,61.4,55,1,0.0834,26700.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_445,EMEA,Retail,Registered,new_partner,4,13214.94,1.28,1.75,0.0,-49.26,7,declining,42.6,57,1,0.3365,26682.0,"ramping behind cohort norm for a new partner, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_182,APAC,Retail,Strategic,mature,53,84757.3,12.86,76.09,0.0,0.0,7,stable,45.8,34,1,0.0524,26643.0,competitor relationship,🟡 Medium Risk
partner_625,APAC,Tech,Certified,mature,33,49800.49,-25.97,-4.08,1.48,0.0,7,declining,71.9,35,1,0.0887,26514.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_353,NA,Retail,Registered,mature,10,7338.95,-16.84,-13.23,0.0,0.0,5,improving,32.0,48,1,0.6015,26485.0,"declining GTV, declining year-over-year, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_243,EMEA,Tech,Registered,mature,56,10304.49,18.0,25.25,15.05,0.0,2,improving,56.3,44,1,0.4268,26389.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
